original_name,refactored_name,type,package,toolkit,has_hxx,has_cxx
Graphic3d_AspectLine3d,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_AspectMarker3d,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_AspectText3d,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_Aspects,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_AttribBuffer,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_BSDF,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_BndBox3d,,File,Graphic3d,TKService,Yes,No
Graphic3d_BndBox4d,,File,Graphic3d,TKService,Yes,No
Graphic3d_BndBox4f,,File,Graphic3d,TKService,Yes,No
Graphic3d_BoundBuffer,,File,Graphic3d,TKService,Yes,No
Graphic3d_Buffer,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_BufferRange,,File,Graphic3d,TKService,Yes,No
Graphic3d_BufferType,,File,Graphic3d,TKService,Yes,No
Graphic3d_BvhCStructureSet,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_BvhCStructureSetTrsfPers,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_CLight,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_CStructure,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_CView,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_Camera,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_CameraTile,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_CappingFlags,,File,Graphic3d,TKService,Yes,No
Graphic3d_ClipPlane,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_CubeMap,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_CubeMapOrder,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_CubeMapPacked,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_CubeMapSeparate,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_CubeMapSide,,File,Graphic3d,TKService,Yes,No
Graphic3d_CullingTool,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_DataStructureManager,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_DiagnosticInfo,,File,Graphic3d,TKService,Yes,No
Graphic3d_DisplayPriority,,File,Graphic3d,TKService,Yes,No
Graphic3d_FrameStats,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_FrameStatsCounter,,File,Graphic3d,TKService,Yes,No
Graphic3d_FrameStatsData,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_FrameStatsTimer,,File,Graphic3d,TKService,Yes,No
Graphic3d_GraduatedTrihedron,,File,Graphic3d,TKService,Yes,No
Graphic3d_GraphicDriver,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_GraphicDriverFactory,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_Group,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_GroupAspect,,File,Graphic3d,TKService,Yes,No
Graphic3d_GroupDefinitionError,,File,Graphic3d,TKService,Yes,No
Graphic3d_HatchStyle,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_HorizontalTextAlignment,,File,Graphic3d,TKService,Yes,No
Graphic3d_IndexBuffer,,File,Graphic3d,TKService,Yes,No
Graphic3d_Layer,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_LevelOfTextureAnisotropy,,File,Graphic3d,TKService,Yes,No
Graphic3d_LightSet,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_MapIteratorOfMapOfStructure,,File,Graphic3d,TKService,Yes,No
Graphic3d_MapOfAspectsToAspects,,File,Graphic3d,TKService,Yes,No
Graphic3d_MapOfObject,,File,Graphic3d,TKService,Yes,No
Graphic3d_MapOfStructure,,File,Graphic3d,TKService,Yes,No
Graphic3d_MarkerImage,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_Mat4,,File,Graphic3d,TKService,Yes,No
Graphic3d_Mat4d,,File,Graphic3d,TKService,Yes,No
Graphic3d_MaterialAspect,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_MaterialDefinitionError,,File,Graphic3d,TKService,Yes,No
Graphic3d_MediaTexture,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_MediaTextureSet,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_MutableIndexBuffer,,File,Graphic3d,TKService,Yes,No
Graphic3d_NMapOfTransient,,File,Graphic3d,TKService,Yes,No
Graphic3d_NameOfMaterial,,File,Graphic3d,TKService,Yes,No
Graphic3d_NameOfTexture1D,,File,Graphic3d,TKService,Yes,No
Graphic3d_NameOfTexture2D,,File,Graphic3d,TKService,Yes,No
Graphic3d_NameOfTextureEnv,,File,Graphic3d,TKService,Yes,No
Graphic3d_NameOfTexturePlane,,File,Graphic3d,TKService,Yes,No
Graphic3d_PBRMaterial,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_PolygonOffset,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_PresentationAttributes,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_PriorityDefinitionError,,File,Graphic3d,TKService,Yes,No
Graphic3d_RenderTransparentMethod,,File,Graphic3d,TKService,Yes,No
Graphic3d_RenderingMode,,File,Graphic3d,TKService,Yes,No
Graphic3d_RenderingParams,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_SequenceOfGroup,,File,Graphic3d,TKService,Yes,No
Graphic3d_SequenceOfHClipPlane,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_SequenceOfStructure,,File,Graphic3d,TKService,Yes,No
Graphic3d_ShaderAttribute,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_ShaderFlags,,File,Graphic3d,TKService,Yes,No
Graphic3d_ShaderManager,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_ShaderObject,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_ShaderProgram,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_ShaderVariable,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_StereoMode,,File,Graphic3d,TKService,Yes,No
Graphic3d_Structure,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_StructureDefinitionError,,File,Graphic3d,TKService,Yes,No
Graphic3d_StructureManager,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_Text,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_TextPath,,File,Graphic3d,TKService,Yes,No
Graphic3d_Texture1D,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_Texture1Dmanual,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_Texture1Dsegment,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_Texture2D,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_Texture2Dmanual,,File,Graphic3d,TKService,Yes,No
Graphic3d_Texture2Dplane,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_Texture3D,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_TextureEnv,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_TextureMap,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_TextureParams,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_TextureRoot,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_TextureSet,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_TextureSetBits,,File,Graphic3d,TKService,Yes,No
Graphic3d_TextureUnit,,File,Graphic3d,TKService,Yes,No
Graphic3d_ToneMappingMethod,,File,Graphic3d,TKService,Yes,No
Graphic3d_TransModeFlags,,File,Graphic3d,TKService,Yes,No
Graphic3d_TransformPers,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_TransformPersScaledAbove,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_TransformUtils,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfAnswer,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfBackfacingModel,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfBackground,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfConnection,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfLightSource,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfLimit,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfMaterial,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfPrimitiveArray,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfReflection,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfShaderObject,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfShadingModel,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfStructure,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfTexture,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfTextureFilter,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfTextureMode,,File,Graphic3d,TKService,Yes,No
Graphic3d_TypeOfVisualization,,File,Graphic3d,TKService,Yes,No
Graphic3d_Vec,,File,Graphic3d,TKService,Yes,No
Graphic3d_Vec2,,File,Graphic3d,TKService,Yes,No
Graphic3d_Vec3,,File,Graphic3d,TKService,Yes,No
Graphic3d_Vec4,,File,Graphic3d,TKService,Yes,No
Graphic3d_Vertex,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_VerticalTextAlignment,,File,Graphic3d,TKService,Yes,No
Graphic3d_ViewAffinity,,File,Graphic3d,TKService,Yes,Yes
Graphic3d_WorldViewProjState,,File,Graphic3d,TKService,Yes,No
Graphic3d_ZLayerId,,File,Graphic3d,TKService,Yes,No
Graphic3d_ZLayerSettings,,File,Graphic3d,TKService,Yes,No
HLRAlgo,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_Array1OfPHDat,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_Array1OfPINod,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_Array1OfPISeg,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_Array1OfTData,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_BiPoint,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_Coincidence,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_EdgeIterator,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_EdgeStatus,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_EdgesBlock,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_HArray1OfPHDat,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_HArray1OfPINod,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_HArray1OfPISeg,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_HArray1OfTData,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_Interference,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_InterferenceList,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_Interference_0,,File,HLRAlgo,TKHLR,No,Yes
HLRAlgo_Intersection,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_ListIteratorOfInterferenceList,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_ListIteratorOfListOfBPoint,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_ListOfBPoint,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_PolyAlgo,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_PolyData,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_PolyHidingData,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_PolyInternalData,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_PolyInternalNode,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_PolyInternalSegment,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_PolyMask,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_PolyShellData,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_Projector,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAlgo_TriangleData,,File,HLRAlgo,TKHLR,Yes,No
HLRAlgo_WiresBlock,,File,HLRAlgo,TKHLR,Yes,Yes
HLRAppli_ReflectLines,,File,HLRAppli,TKHLR,Yes,Yes
HLRBRep,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_Algo,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_AreaLimit,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_Array1OfEData,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_Array1OfFData,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_BCurveTool,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_BSurfaceTool,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_BiPnt2D,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_BiPoint,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_CInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_CInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_CLProps,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_CLPropsATool,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_CLProps_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_Curve,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_CurveTool,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_Data,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_EdgeBuilder,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_EdgeData,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_EdgeFaceTool,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_EdgeIList,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_EdgeInterferenceTool,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_ExactIntersectionPointOfTheIntPCurvePCurveOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_ExactIntersectionPointOfTheIntPCurvePCurveOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_FaceData,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_FaceIterator,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_HLRToShape,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_Hider,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_IntConicCurveOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_IntConicCurveOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_InterCSurf,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_InterCSurf_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_InternalAlgo,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_Intersector,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_LineTool,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_ListIteratorOfListOfBPnt2D,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_ListIteratorOfListOfBPoint,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_ListOfBPnt2D,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_ListOfBPoint,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_MyImpParToolOfTheIntersectorOfTheIntConicCurveOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_MyImpParToolOfTheIntersectorOfTheIntConicCurveOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_PCLocFOfTheLocateExtPCOfTheProjPCurOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_PCLocFOfTheLocateExtPCOfTheProjPCurOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_PolyAlgo,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_PolyHLRToShape,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_SLProps,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_SLPropsATool,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_SLProps_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_SeqOfShapeBounds,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_ShapeBounds,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_ShapeToHLR,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_Surface,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_SurfaceTool,,File,HLRBRep,TKHLR,Yes,Yes
HLRBRep_TheCSFunctionOfInterCSurf,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheCSFunctionOfInterCSurf_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TheCurveLocatorOfTheProjPCurOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheCurveLocatorOfTheProjPCurOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TheDistBetweenPCurvesOfTheIntPCurvePCurveOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheDistBetweenPCurvesOfTheIntPCurvePCurveOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TheExactInterCSurf,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheExactInterCSurf_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TheIntConicCurveOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheIntConicCurveOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TheIntPCurvePCurveOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheIntPCurvePCurveOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TheInterferenceOfInterCSurf,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheInterferenceOfInterCSurf_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TheIntersectorOfTheIntConicCurveOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheIntersectorOfTheIntConicCurveOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TheLocateExtPCOfTheProjPCurOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheLocateExtPCOfTheProjPCurOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_ThePolygon2dOfTheIntPCurvePCurveOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_ThePolygon2dOfTheIntPCurvePCurveOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_ThePolygonOfInterCSurf,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_ThePolygonOfInterCSurf_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_ThePolygonToolOfInterCSurf,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_ThePolygonToolOfInterCSurf_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_ThePolyhedronOfInterCSurf,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_ThePolyhedronOfInterCSurf_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_ThePolyhedronToolOfInterCSurf,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_ThePolyhedronToolOfInterCSurf_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TheProjPCurOfCInter,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheProjPCurOfCInter_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TheQuadCurvExactInterCSurf,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheQuadCurvExactInterCSurf_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TheQuadCurvFuncOfTheQuadCurvExactInterCSurf,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_TheQuadCurvFuncOfTheQuadCurvExactInterCSurf_0,,File,HLRBRep,TKHLR,No,Yes
HLRBRep_TypeOfResultingEdge,,File,HLRBRep,TKHLR,Yes,No
HLRBRep_VertexList,,File,HLRBRep,TKHLR,Yes,Yes
HLRTest,,File,HLRTest,TKTopTest,Yes,Yes
HLRTest_DrawableEdgeTool,,File,HLRTest,TKTopTest,Yes,Yes
HLRTest_DrawablePolyEdgeTool,,File,HLRTest,TKTopTest,Yes,Yes
HLRTest_OutLiner,,File,HLRTest,TKTopTest,Yes,Yes
HLRTest_Projector,,File,HLRTest,TKTopTest,Yes,Yes
HLRTest_ShapeData,,File,HLRTest,TKTopTest,Yes,Yes
HLRTopoBRep_DSFiller,,File,HLRTopoBRep,TKHLR,Yes,Yes
HLRTopoBRep_Data,,File,HLRTopoBRep,TKHLR,Yes,Yes
HLRTopoBRep_DataMapIteratorOfDataMapOfShapeFaceData,,File,HLRTopoBRep,TKHLR,Yes,No
HLRTopoBRep_DataMapIteratorOfMapOfShapeListOfVData,,File,HLRTopoBRep,TKHLR,Yes,No
HLRTopoBRep_DataMapOfShapeFaceData,,File,HLRTopoBRep,TKHLR,Yes,No
HLRTopoBRep_FaceData,,File,HLRTopoBRep,TKHLR,Yes,Yes
HLRTopoBRep_FaceIsoLiner,,File,HLRTopoBRep,TKHLR,Yes,Yes
HLRTopoBRep_ListIteratorOfListOfVData,,File,HLRTopoBRep,TKHLR,Yes,No
HLRTopoBRep_ListOfVData,,File,HLRTopoBRep,TKHLR,Yes,No
HLRTopoBRep_MapOfShapeListOfVData,,File,HLRTopoBRep,TKHLR,Yes,No
HLRTopoBRep_OutLiner,,File,HLRTopoBRep,TKHLR,Yes,Yes
HLRTopoBRep_VData,,File,HLRTopoBRep,TKHLR,Yes,Yes
HatchGen_Domain,,File,HatchGen,TKGeomAlgo,Yes,Yes
HatchGen_Domains,,File,HatchGen,TKGeomAlgo,Yes,No
HatchGen_ErrorStatus,,File,HatchGen,TKGeomAlgo,Yes,No
HatchGen_IntersectionPoint,,File,HatchGen,TKGeomAlgo,Yes,Yes
HatchGen_IntersectionType,,File,HatchGen,TKGeomAlgo,Yes,No
HatchGen_PointOnElement,,File,HatchGen,TKGeomAlgo,Yes,Yes
HatchGen_PointOnHatching,,File,HatchGen,TKGeomAlgo,Yes,Yes
HatchGen_PointsOnElement,,File,HatchGen,TKGeomAlgo,Yes,No
HatchGen_PointsOnHatching,,File,HatchGen,TKGeomAlgo,Yes,No
Hatch_Hatcher,,File,Hatch,TKGeomAlgo,Yes,Yes
Hatch_Line,,File,Hatch,TKGeomAlgo,Yes,Yes
Hatch_LineForm,,File,Hatch,TKGeomAlgo,Yes,No
Hatch_Parameter,,File,Hatch,TKGeomAlgo,Yes,Yes
Hatch_SequenceOfLine,,File,Hatch,TKGeomAlgo,Yes,No
Hatch_SequenceOfParameter,,File,Hatch,TKGeomAlgo,Yes,No
HeaderSection,,File,HeaderSection,TKDESTEP,Yes,Yes
HeaderSection_FileDescription,,File,HeaderSection,TKDESTEP,Yes,Yes
HeaderSection_FileName,,File,HeaderSection,TKDESTEP,Yes,Yes
HeaderSection_FileSchema,,File,HeaderSection,TKDESTEP,Yes,Yes
HeaderSection_Protocol,,File,HeaderSection,TKDESTEP,Yes,Yes
HelixBRep_BuilderHelix,,File,HelixBRep,Unknown,Yes,No
HelixGeom_BuilderApproxCurve,,File,HelixGeom,Unknown,Yes,No
HelixGeom_BuilderHelix,,File,HelixGeom,Unknown,Yes,No
HelixGeom_BuilderHelixCoil,,File,HelixGeom,Unknown,Yes,No
HelixGeom_BuilderHelixGen,,File,HelixGeom,Unknown,Yes,No
HelixGeom_HelixCurve,,File,HelixGeom,Unknown,Yes,No
HelixGeom_Tools,,File,HelixGeom,Unknown,Yes,No
Hermit,,File,Hermit,TKGeomBase,Yes,Yes
IFGraph_AllConnected,,File,IFGraph,TKXSBase,Yes,Yes
IFGraph_AllShared,,File,IFGraph,TKXSBase,Yes,Yes
IFGraph_Articulations,,File,IFGraph,TKXSBase,Yes,Yes
IFGraph_Compare,,File,IFGraph,TKXSBase,Yes,Yes
IFGraph_ConnectedComponants,,File,IFGraph,TKXSBase,Yes,Yes
IFGraph_Cumulate,,File,IFGraph,TKXSBase,Yes,Yes
IFGraph_Cycles,,File,IFGraph,TKXSBase,Yes,Yes
IFGraph_ExternalSources,,File,IFGraph,TKXSBase,Yes,Yes
IFGraph_SCRoots,,File,IFGraph,TKXSBase,Yes,Yes
IFGraph_StrongComponants,,File,IFGraph,TKXSBase,Yes,Yes
IFGraph_SubPartsIterator,,File,IFGraph,TKXSBase,Yes,Yes
IFSelect,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_Act,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_ActFunc,,File,IFSelect,TKXSBase,Yes,No
IFSelect_Activator,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_AppliedModifiers,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_BasicDumper,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_CheckCounter,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_ContextModif,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_ContextWrite,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_DispGlobal,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_DispPerCount,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_DispPerFiles,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_DispPerOne,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_DispPerSignature,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_Dispatch,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_EditForm,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_EditValue,,File,IFSelect,TKXSBase,Yes,No
IFSelect_Editor,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_Functions,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_GeneralModifier,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_GraphCounter,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_HSeqOfSelection,,File,IFSelect,TKXSBase,Yes,No
IFSelect_IntParam,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_ListEditor,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_ModelCopier,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_ModifEditForm,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_ModifReorder,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_Modifier,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_PacketList,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_ParamEditor,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_PrintCount,,File,IFSelect,TKXSBase,Yes,No
IFSelect_PrintFail,,File,IFSelect,TKXSBase,Yes,No
IFSelect_RemainMode,,File,IFSelect,TKXSBase,Yes,No
IFSelect_ReturnStatus,,File,IFSelect,TKXSBase,Yes,No
IFSelect_SelectAnyList,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectAnyType,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectBase,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectCombine,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectControl,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectDeduct,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectDiff,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectEntityNumber,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectErrorEntities,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectExplore,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectExtract,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectFlag,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectInList,,File,IFSelect,TKXSBase,Yes,Yes
IFSelect_SelectIncorrectEntities,,File,IFSelect,TKXSBase,Yes,Yes
