entity_type,original_name,refactored_name,full_name,namespace,package,toolkit,metadata
File,BOPTools_AlgoTools3D,,BOPTools_AlgoTools3D,,BOPTools,TKBO,"hxx=Yes,cxx=Yes"
File,BOPTools_AlgoTools_1,,BOPTools_AlgoTools_1,,BOPTools,TKBO,"hxx=No,cxx=Yes"
File,BOPTools_AlgoTools_2,,BOPTools_AlgoTools_2,,BOPTools,TKBO,"hxx=No,cxx=Yes"
File,BOPTools_BoxSelector,,BOPTools_BoxSelector,,BOPTools,TKBO,"hxx=Yes,cxx=No"
File,BOPTools_BoxTree,,BOPTools_BoxTree,,BOPTools,TKBO,"hxx=Yes,cxx=No"
File,BOPTools_ConnexityBlock,,BOPTools_ConnexityBlock,,BOPTools,TKBO,"hxx=Yes,cxx=No"
File,BOPTools_CoupleOfShape,,BOPTools_CoupleOfShape,,BOPTools,TKBO,"hxx=Yes,cxx=No"
File,BOPTools_IndexedDataMapOfSetShape,,BOPTools_IndexedDataMapOfSetShape,,BOPTools,TKBO,"hxx=Yes,cxx=No"
File,BOPTools_ListOfConnexityBlock,,BOPTools_ListOfConnexityBlock,,BOPTools,TKBO,"hxx=Yes,cxx=No"
File,BOPTools_ListOfCoupleOfShape,,BOPTools_ListOfCoupleOfShape,,BOPTools,TKBO,"hxx=Yes,cxx=No"
File,BOPTools_MapOfSet,,BOPTools_MapOfSet,,BOPTools,TKBO,"hxx=Yes,cxx=No"
File,BOPTools_PairSelector,,BOPTools_PairSelector,,BOPTools,TKBO,"hxx=Yes,cxx=No"
File,BOPTools_Parallel,,BOPTools_Parallel,,BOPTools,TKBO,"hxx=Yes,cxx=No"
File,BOPTools_Set,,BOPTools_Set,,BOPTools,TKBO,"hxx=Yes,cxx=Yes"
File,BRepAdaptor_Array1OfCurve,,BRepAdaptor_Array1OfCurve,,BRepAdaptor,TKBRep,"hxx=Yes,cxx=No"
File,BRepAdaptor_CompCurve,,BRepAdaptor_CompCurve,,BRepAdaptor,TKBRep,"hxx=Yes,cxx=Yes"
File,BRepAdaptor_Curve,,BRepAdaptor_Curve,,BRepAdaptor,TKBRep,"hxx=Yes,cxx=Yes"
File,BRepAdaptor_Curve2d,,BRepAdaptor_Curve2d,,BRepAdaptor,TKBRep,"hxx=Yes,cxx=Yes"
File,BRepAdaptor_HArray1OfCurve,,BRepAdaptor_HArray1OfCurve,,BRepAdaptor,TKBRep,"hxx=Yes,cxx=No"
File,BRepAdaptor_Surface,,BRepAdaptor_Surface,,BRepAdaptor,TKBRep,"hxx=Yes,cxx=Yes"
File,BRepAlgo,,BRepAlgo,,BRepAlgo,TKBool,"hxx=Yes,cxx=Yes"
File,BRepAlgoAPI_Algo,,BRepAlgoAPI_Algo,,BRepAlgoAPI,TKBO,"hxx=Yes,cxx=Yes"
File,BRepAlgoAPI_BooleanOperation,,BRepAlgoAPI_BooleanOperation,,BRepAlgoAPI,TKBO,"hxx=Yes,cxx=Yes"
File,BRepAlgoAPI_BuilderAlgo,,BRepAlgoAPI_BuilderAlgo,,BRepAlgoAPI,TKBO,"hxx=Yes,cxx=Yes"
File,BRepAlgoAPI_Check,,BRepAlgoAPI_Check,,BRepAlgoAPI,TKBO,"hxx=Yes,cxx=Yes"
File,BRepAlgoAPI_Common,,BRepAlgoAPI_Common,,BRepAlgoAPI,TKBO,"hxx=Yes,cxx=Yes"
File,BRepAlgoAPI_Cut,,BRepAlgoAPI_Cut,,BRepAlgoAPI,TKBO,"hxx=Yes,cxx=Yes"
File,BRepAlgoAPI_Defeaturing,,BRepAlgoAPI_Defeaturing,,BRepAlgoAPI,TKBO,"hxx=Yes,cxx=Yes"
File,BRepAlgoAPI_Fuse,,BRepAlgoAPI_Fuse,,BRepAlgoAPI,TKBO,"hxx=Yes,cxx=Yes"
File,BRepAlgoAPI_Section,,BRepAlgoAPI_Section,,BRepAlgoAPI,TKBO,"hxx=Yes,cxx=Yes"
File,BRepAlgoAPI_Splitter,,BRepAlgoAPI_Splitter,,BRepAlgoAPI,TKBO,"hxx=Yes,cxx=Yes"
File,BRepAlgo_1,,BRepAlgo_1,,BRepAlgo,TKBool,"hxx=No,cxx=Yes"
File,BRepAlgo_AsDes,,BRepAlgo_AsDes,,BRepAlgo,TKBool,"hxx=Yes,cxx=Yes"
File,BRepAlgo_FaceRestrictor,,BRepAlgo_FaceRestrictor,,BRepAlgo,TKBool,"hxx=Yes,cxx=Yes"
File,BRepAlgo_Image,,BRepAlgo_Image,,BRepAlgo,TKBool,"hxx=Yes,cxx=Yes"
File,BRepAlgo_Loop,,BRepAlgo_Loop,,BRepAlgo,TKBool,"hxx=Yes,cxx=Yes"
File,BRepAlgo_NormalProjection,,BRepAlgo_NormalProjection,,BRepAlgo,TKBool,"hxx=Yes,cxx=Yes"
File,BRepApprox_Approx,,BRepApprox_Approx,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_ApproxLine,,BRepApprox_ApproxLine,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepApprox_Approx_0,,BRepApprox_Approx_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_BSpGradient_BFGSOfMyBSplGradientOfTheComputeLineOfApprox,,BRepApprox_BSpGradient_BFGSOfMyBSplGradientOfTheComputeLineOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_BSpGradient_BFGSOfMyBSplGradientOfTheComputeLineOfApprox_0,,BRepApprox_BSpGradient_BFGSOfMyBSplGradientOfTheComputeLineOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_BSpParFunctionOfMyBSplGradientOfTheComputeLineOfApprox,,BRepApprox_BSpParFunctionOfMyBSplGradientOfTheComputeLineOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_BSpParFunctionOfMyBSplGradientOfTheComputeLineOfApprox_0,,BRepApprox_BSpParFunctionOfMyBSplGradientOfTheComputeLineOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_BSpParLeastSquareOfMyBSplGradientOfTheComputeLineOfApprox,,BRepApprox_BSpParLeastSquareOfMyBSplGradientOfTheComputeLineOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_BSpParLeastSquareOfMyBSplGradientOfTheComputeLineOfApprox_0,,BRepApprox_BSpParLeastSquareOfMyBSplGradientOfTheComputeLineOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_Gradient_BFGSOfMyGradientOfTheComputeLineBezierOfApprox,,BRepApprox_Gradient_BFGSOfMyGradientOfTheComputeLineBezierOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_Gradient_BFGSOfMyGradientOfTheComputeLineBezierOfApprox_0,,BRepApprox_Gradient_BFGSOfMyGradientOfTheComputeLineBezierOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_Gradient_BFGSOfMyGradientbisOfTheComputeLineOfApprox,,BRepApprox_Gradient_BFGSOfMyGradientbisOfTheComputeLineOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_Gradient_BFGSOfMyGradientbisOfTheComputeLineOfApprox_0,,BRepApprox_Gradient_BFGSOfMyGradientbisOfTheComputeLineOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_MyBSplGradientOfTheComputeLineOfApprox,,BRepApprox_MyBSplGradientOfTheComputeLineOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_MyBSplGradientOfTheComputeLineOfApprox_0,,BRepApprox_MyBSplGradientOfTheComputeLineOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_MyGradientOfTheComputeLineBezierOfApprox,,BRepApprox_MyGradientOfTheComputeLineBezierOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_MyGradientOfTheComputeLineBezierOfApprox_0,,BRepApprox_MyGradientOfTheComputeLineBezierOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_MyGradientbisOfTheComputeLineOfApprox,,BRepApprox_MyGradientbisOfTheComputeLineOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_MyGradientbisOfTheComputeLineOfApprox_0,,BRepApprox_MyGradientbisOfTheComputeLineOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_ParFunctionOfMyGradientOfTheComputeLineBezierOfApprox,,BRepApprox_ParFunctionOfMyGradientOfTheComputeLineBezierOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_ParFunctionOfMyGradientOfTheComputeLineBezierOfApprox_0,,BRepApprox_ParFunctionOfMyGradientOfTheComputeLineBezierOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_ParFunctionOfMyGradientbisOfTheComputeLineOfApprox,,BRepApprox_ParFunctionOfMyGradientbisOfTheComputeLineOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_ParFunctionOfMyGradientbisOfTheComputeLineOfApprox_0,,BRepApprox_ParFunctionOfMyGradientbisOfTheComputeLineOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_ParLeastSquareOfMyGradientOfTheComputeLineBezierOfApprox,,BRepApprox_ParLeastSquareOfMyGradientOfTheComputeLineBezierOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_ParLeastSquareOfMyGradientOfTheComputeLineBezierOfApprox_0,,BRepApprox_ParLeastSquareOfMyGradientOfTheComputeLineBezierOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_ParLeastSquareOfMyGradientbisOfTheComputeLineOfApprox,,BRepApprox_ParLeastSquareOfMyGradientbisOfTheComputeLineOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_ParLeastSquareOfMyGradientbisOfTheComputeLineOfApprox_0,,BRepApprox_ParLeastSquareOfMyGradientbisOfTheComputeLineOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_ResConstraintOfMyGradientOfTheComputeLineBezierOfApprox,,BRepApprox_ResConstraintOfMyGradientOfTheComputeLineBezierOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_ResConstraintOfMyGradientOfTheComputeLineBezierOfApprox_0,,BRepApprox_ResConstraintOfMyGradientOfTheComputeLineBezierOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_ResConstraintOfMyGradientbisOfTheComputeLineOfApprox,,BRepApprox_ResConstraintOfMyGradientbisOfTheComputeLineOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_ResConstraintOfMyGradientbisOfTheComputeLineOfApprox_0,,BRepApprox_ResConstraintOfMyGradientbisOfTheComputeLineOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_SurfaceTool,,BRepApprox_SurfaceTool,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepApprox_TheComputeLineBezierOfApprox,,BRepApprox_TheComputeLineBezierOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_TheComputeLineBezierOfApprox_0,,BRepApprox_TheComputeLineBezierOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_TheComputeLineOfApprox,,BRepApprox_TheComputeLineOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_TheComputeLineOfApprox_0,,BRepApprox_TheComputeLineOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_TheFunctionOfTheInt2SOfThePrmPrmSvSurfacesOfApprox,,BRepApprox_TheFunctionOfTheInt2SOfThePrmPrmSvSurfacesOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_TheFunctionOfTheInt2SOfThePrmPrmSvSurfacesOfApprox_0,,BRepApprox_TheFunctionOfTheInt2SOfThePrmPrmSvSurfacesOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_TheImpPrmSvSurfacesOfApprox,,BRepApprox_TheImpPrmSvSurfacesOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_TheImpPrmSvSurfacesOfApprox_0,,BRepApprox_TheImpPrmSvSurfacesOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_TheInt2SOfThePrmPrmSvSurfacesOfApprox,,BRepApprox_TheInt2SOfThePrmPrmSvSurfacesOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_TheInt2SOfThePrmPrmSvSurfacesOfApprox_0,,BRepApprox_TheInt2SOfThePrmPrmSvSurfacesOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_TheMultiLineOfApprox,,BRepApprox_TheMultiLineOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_TheMultiLineOfApprox_0,,BRepApprox_TheMultiLineOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_TheMultiLineToolOfApprox,,BRepApprox_TheMultiLineToolOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_ThePrmPrmSvSurfacesOfApprox,,BRepApprox_ThePrmPrmSvSurfacesOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_ThePrmPrmSvSurfacesOfApprox_0,,BRepApprox_ThePrmPrmSvSurfacesOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepApprox_TheZerImpFuncOfTheImpPrmSvSurfacesOfApprox,,BRepApprox_TheZerImpFuncOfTheImpPrmSvSurfacesOfApprox,,BRepApprox,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepApprox_TheZerImpFuncOfTheImpPrmSvSurfacesOfApprox_0,,BRepApprox_TheZerImpFuncOfTheImpPrmSvSurfacesOfApprox_0,,BRepApprox,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepBlend_AppFunc,,BRepBlend_AppFunc,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_AppFuncRoot,,BRepBlend_AppFuncRoot,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_AppFuncRst,,BRepBlend_AppFuncRst,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_AppFuncRstRst,,BRepBlend_AppFuncRstRst,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_AppSurf,,BRepBlend_AppSurf,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_AppSurf_0,,BRepBlend_AppSurf_0,,BRepBlend,TKFillet,"hxx=No,cxx=Yes"
File,BRepBlend_AppSurface,,BRepBlend_AppSurface,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_BlendTool,,BRepBlend_BlendTool,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_CSCircular,,BRepBlend_CSCircular,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_CSConstRad,,BRepBlend_CSConstRad,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_CSWalking,,BRepBlend_CSWalking,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_ChAsym,,BRepBlend_ChAsym,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_ChAsymInv,,BRepBlend_ChAsymInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_ChamfInv,,BRepBlend_ChamfInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_Chamfer,,BRepBlend_Chamfer,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_ConstRad,,BRepBlend_ConstRad,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_ConstRadInv,,BRepBlend_ConstRadInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_ConstThroat,,BRepBlend_ConstThroat,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_ConstThroatInv,,BRepBlend_ConstThroatInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_ConstThroatWithPenetration,,BRepBlend_ConstThroatWithPenetration,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_ConstThroatWithPenetrationInv,,BRepBlend_ConstThroatWithPenetrationInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_CurvPointRadInv,,BRepBlend_CurvPointRadInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_EvolRad,,BRepBlend_EvolRad,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_EvolRadInv,,BRepBlend_EvolRadInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_Extremity,,BRepBlend_Extremity,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_HCurve2dTool,,BRepBlend_HCurve2dTool,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_HCurveTool,,BRepBlend_HCurveTool,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_Line,,BRepBlend_Line,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_PointOnRst,,BRepBlend_PointOnRst,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_RstRstConstRad,,BRepBlend_RstRstConstRad,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_RstRstEvolRad,,BRepBlend_RstRstEvolRad,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_RstRstLineBuilder,,BRepBlend_RstRstLineBuilder,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_Ruled,,BRepBlend_Ruled,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_RuledInv,,BRepBlend_RuledInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_SequenceOfLine,,BRepBlend_SequenceOfLine,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_SequenceOfPointOnRst,,BRepBlend_SequenceOfPointOnRst,,BRepBlend,TKFillet,"hxx=Yes,cxx=No"
File,BRepBlend_SurfCurvConstRadInv,,BRepBlend_SurfCurvConstRadInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_SurfCurvEvolRadInv,,BRepBlend_SurfCurvEvolRadInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_SurfPointConstRadInv,,BRepBlend_SurfPointConstRadInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_SurfPointEvolRadInv,,BRepBlend_SurfPointEvolRadInv,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_SurfRstConstRad,,BRepBlend_SurfRstConstRad,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_SurfRstEvolRad,,BRepBlend_SurfRstEvolRad,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_SurfRstLineBuilder,,BRepBlend_SurfRstLineBuilder,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBlend_Walking,,BRepBlend_Walking,,BRepBlend,TKFillet,"hxx=Yes,cxx=Yes"
File,BRepBndLib,,BRepBndLib,,BRepBndLib,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBndLib_1,,BRepBndLib_1,,BRepBndLib,TKTopAlgo,"hxx=No,cxx=Yes"
File,BRepBuilderAPI,,BRepBuilderAPI,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_BndBoxTreeSelector,,BRepBuilderAPI_BndBoxTreeSelector,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepBuilderAPI_CellFilter,,BRepBuilderAPI_CellFilter,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepBuilderAPI_Collect,,BRepBuilderAPI_Collect,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_Command,,BRepBuilderAPI_Command,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_Copy,,BRepBuilderAPI_Copy,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_EdgeError,,BRepBuilderAPI_EdgeError,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepBuilderAPI_FaceError,,BRepBuilderAPI_FaceError,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepBuilderAPI_FastSewing,,BRepBuilderAPI_FastSewing,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_FindPlane,,BRepBuilderAPI_FindPlane,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_GTransform,,BRepBuilderAPI_GTransform,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_MakeEdge,,BRepBuilderAPI_MakeEdge,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_MakeEdge2d,,BRepBuilderAPI_MakeEdge2d,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_MakeFace,,BRepBuilderAPI_MakeFace,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_MakePolygon,,BRepBuilderAPI_MakePolygon,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_MakeShape,,BRepBuilderAPI_MakeShape,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_MakeShapeOnMesh,,BRepBuilderAPI_MakeShapeOnMesh,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_MakeShell,,BRepBuilderAPI_MakeShell,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_MakeSolid,,BRepBuilderAPI_MakeSolid,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_MakeVertex,,BRepBuilderAPI_MakeVertex,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_MakeWire,,BRepBuilderAPI_MakeWire,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_ModifyShape,,BRepBuilderAPI_ModifyShape,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_NurbsConvert,,BRepBuilderAPI_NurbsConvert,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_PipeError,,BRepBuilderAPI_PipeError,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepBuilderAPI_Sewing,,BRepBuilderAPI_Sewing,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_ShapeModification,,BRepBuilderAPI_ShapeModification,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepBuilderAPI_ShellError,,BRepBuilderAPI_ShellError,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepBuilderAPI_Transform,,BRepBuilderAPI_Transform,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepBuilderAPI_TransitionMode,,BRepBuilderAPI_TransitionMode,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepBuilderAPI_VertexInspector,,BRepBuilderAPI_VertexInspector,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepBuilderAPI_WireError,,BRepBuilderAPI_WireError,,BRepBuilderAPI,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepCheck,,BRepCheck,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepCheck_Analyzer,,BRepCheck_Analyzer,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepCheck_DataMapOfShapeListOfStatus,,BRepCheck_DataMapOfShapeListOfStatus,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepCheck_Edge,,BRepCheck_Edge,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepCheck_Face,,BRepCheck_Face,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepCheck_IndexedDataMapOfShapeResult,,BRepCheck_IndexedDataMapOfShapeResult,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepCheck_ListIteratorOfListOfStatus,,BRepCheck_ListIteratorOfListOfStatus,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepCheck_ListOfStatus,,BRepCheck_ListOfStatus,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepCheck_Result,,BRepCheck_Result,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepCheck_Shell,,BRepCheck_Shell,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepCheck_Solid,,BRepCheck_Solid,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepCheck_Status,,BRepCheck_Status,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepCheck_Vertex,,BRepCheck_Vertex,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepCheck_Wire,,BRepCheck_Wire,,BRepCheck,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepClass3d,,BRepClass3d,,BRepClass3d,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepClass3d_BndBoxTree,,BRepClass3d_BndBoxTree,,BRepClass3d,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepClass3d_DataMapIteratorOfMapOfInter,,BRepClass3d_DataMapIteratorOfMapOfInter,,BRepClass3d,TKTopAlgo,"hxx=Yes,cxx=No"
File,BRepClass3d_Intersector3d,,BRepClass3d_Intersector3d,,BRepClass3d,TKTopAlgo,"hxx=Yes,cxx=Yes"
File,BRepClass3d_MapOfInter,,BRepClass3d_MapOfInter,,BRepClass3d,TKTopAlgo,"hxx=Yes,cxx=No"
