original_name,refactored_name,type,full_name,namespace,package,toolkit
FilletPoint,,Class,FilletPoint,,FilletPoint,Unknown
FilletSurf_Builder,,Class,FilletSurf_Builder,,FilletSurf,TKFillet
FilletSurf_InternalBuilder,,Class,FilletSurf_InternalBuilder,,FilletSurf,TKFillet
Font_FTFont,,Class,Font_FTFont,,Font,TKService
Font_FTLibrary,,Class,Font_FTLibrary,,Font,TKService
Font_FontMap,,Class,Font_FontMap,,Font,TKService
Font_FontMgr,,Class,Font_FontMgr,,Font,TKService
Font_SystemFont,,Class,Font_SystemFont,,Font,TKService
Font_TextFormatter,,Class,Font_TextFormatter,,Font,TKService
FunctorInterface,,Class,FunctorInterface,,FunctorInterface,Unknown
GCE2d_MakeArcOfCircle,,Class,GCE2d_MakeArcOfCircle,,GCE2d,TKGeomBase
GCE2d_MakeArcOfEllipse,,Class,GCE2d_MakeArcOfEllipse,,GCE2d,TKGeomBase
GCE2d_MakeArcOfHyperbola,,Class,GCE2d_MakeArcOfHyperbola,,GCE2d,TKGeomBase
GCE2d_MakeArcOfParabola,,Class,GCE2d_MakeArcOfParabola,,GCE2d,TKGeomBase
GCE2d_MakeCircle,,Class,GCE2d_MakeCircle,,GCE2d,TKGeomBase
GCE2d_MakeEllipse,,Class,GCE2d_MakeEllipse,,GCE2d,TKGeomBase
GCE2d_MakeHyperbola,,Class,GCE2d_MakeHyperbola,,GCE2d,TKGeomBase
GCE2d_MakeLine,,Class,GCE2d_MakeLine,,GCE2d,TKGeomBase
GCE2d_MakeMirror,,Class,GCE2d_MakeMirror,,GCE2d,TKGeomBase
GCE2d_MakeParabola,,Class,GCE2d_MakeParabola,,GCE2d,TKGeomBase
GCE2d_MakeRotation,,Class,GCE2d_MakeRotation,,GCE2d,TKGeomBase
GCE2d_MakeScale,,Class,GCE2d_MakeScale,,GCE2d,TKGeomBase
GCE2d_MakeSegment,,Class,GCE2d_MakeSegment,,GCE2d,TKGeomBase
GCE2d_MakeTranslation,,Class,GCE2d_MakeTranslation,,GCE2d,TKGeomBase
GCE2d_Root,,Class,GCE2d_Root,,GCE2d,TKGeomBase
GCPnts_AbscissaPoint,,Class,GCPnts_AbscissaPoint,,GCPnts,TKGeomBase
GCPnts_DistFunction,,Class,GCPnts_DistFunction,,GCPnts,TKGeomBase
GCPnts_DistFunction2d,,Class,GCPnts_DistFunction2d,,GCPnts,TKGeomBase
GCPnts_DistFunction2dMV,,Class,GCPnts_DistFunction2dMV,,GCPnts,TKGeomBase
GCPnts_DistFunctionMV,,Class,GCPnts_DistFunctionMV,,GCPnts,TKGeomBase
GCPnts_QuasiUniformAbscissa,,Class,GCPnts_QuasiUniformAbscissa,,GCPnts,TKGeomBase
GCPnts_QuasiUniformDeflection,,Class,GCPnts_QuasiUniformDeflection,,GCPnts,TKGeomBase
GCPnts_TangentialDeflection,,Class,GCPnts_TangentialDeflection,,GCPnts,TKGeomBase
GCPnts_UniformAbscissa,,Class,GCPnts_UniformAbscissa,,GCPnts,TKGeomBase
GCPnts_UniformDeflection,,Class,GCPnts_UniformDeflection,,GCPnts,TKGeomBase
GC_MakeArcOfCircle,,Class,GC_MakeArcOfCircle,,GC,TKGeomBase
GC_MakeArcOfEllipse,,Class,GC_MakeArcOfEllipse,,GC,TKGeomBase
GC_MakeArcOfHyperbola,,Class,GC_MakeArcOfHyperbola,,GC,TKGeomBase
GC_MakeArcOfParabola,,Class,GC_MakeArcOfParabola,,GC,TKGeomBase
GC_MakeCircle,,Class,GC_MakeCircle,,GC,TKGeomBase
GC_MakeConicalSurface,,Class,GC_MakeConicalSurface,,GC,TKGeomBase
GC_MakeCylindricalSurface,,Class,GC_MakeCylindricalSurface,,GC,TKGeomBase
GC_MakeEllipse,,Class,GC_MakeEllipse,,GC,TKGeomBase
GC_MakeHyperbola,,Class,GC_MakeHyperbola,,GC,TKGeomBase
GC_MakeLine,,Class,GC_MakeLine,,GC,TKGeomBase
GC_MakeMirror,,Class,GC_MakeMirror,,GC,TKGeomBase
GC_MakePlane,,Class,GC_MakePlane,,GC,TKGeomBase
GC_MakeRotation,,Class,GC_MakeRotation,,GC,TKGeomBase
GC_MakeScale,,Class,GC_MakeScale,,GC,TKGeomBase
GC_MakeSegment,,Class,GC_MakeSegment,,GC,TKGeomBase
GC_MakeTranslation,,Class,GC_MakeTranslation,,GC,TKGeomBase
GC_MakeTrimmedCone,,Class,GC_MakeTrimmedCone,,GC,TKGeomBase
GC_MakeTrimmedCylinder,,Class,GC_MakeTrimmedCylinder,,GC,TKGeomBase
GC_Root,,Class,GC_Root,,GC,TKGeomBase
GCurve,,Class,GCurve,,GCurve,Unknown
GProp,,Class,GProp,,GProp,TKG3d
GProp_CelGProps,,Class,GProp_CelGProps,,GProp,TKG3d
GProp_GProps,,Class,GProp_GProps,,GProp,TKG3d
GProp_PEquation,,Class,GProp_PEquation,,GProp,TKG3d
GProp_PGProps,,Class,GProp_PGProps,,GProp,TKG3d
GProp_PrincipalProps,,Class,GProp_PrincipalProps,,GProp,TKG3d
GProp_SelGProps,,Class,GProp_SelGProps,,GProp,TKG3d
GProp_UndefinedAxis,,Class,GProp_UndefinedAxis,,GProp,TKG3d
GProp_VelGProps,,Class,GProp_VelGProps,,GProp,TKG3d
GccAna_Circ2d2TanOn,,Class,GccAna_Circ2d2TanOn,,GccAna,TKGeomAlgo
GccAna_Circ2d2TanRad,,Class,GccAna_Circ2d2TanRad,,GccAna,TKGeomAlgo
GccAna_Circ2d3Tan,,Class,GccAna_Circ2d3Tan,,GccAna,TKGeomAlgo
GccAna_Circ2dBisec,,Class,GccAna_Circ2dBisec,,GccAna,TKGeomAlgo
GccAna_Circ2dTanCen,,Class,GccAna_Circ2dTanCen,,GccAna,TKGeomAlgo
GccAna_Circ2dTanOnRad,,Class,GccAna_Circ2dTanOnRad,,GccAna,TKGeomAlgo
GccAna_CircLin2dBisec,,Class,GccAna_CircLin2dBisec,,GccAna,TKGeomAlgo
GccAna_CircPnt2dBisec,,Class,GccAna_CircPnt2dBisec,,GccAna,TKGeomAlgo
GccAna_Lin2d2Tan,,Class,GccAna_Lin2d2Tan,,GccAna,TKGeomAlgo
GccAna_Lin2dBisec,,Class,GccAna_Lin2dBisec,,GccAna,TKGeomAlgo
GccAna_Lin2dTanObl,,Class,GccAna_Lin2dTanObl,,GccAna,TKGeomAlgo
GccAna_Lin2dTanPar,,Class,GccAna_Lin2dTanPar,,GccAna,TKGeomAlgo
GccAna_Lin2dTanPer,,Class,GccAna_Lin2dTanPer,,GccAna,TKGeomAlgo
GccAna_LinPnt2dBisec,,Class,GccAna_LinPnt2dBisec,,GccAna,TKGeomAlgo
GccAna_NoSolution,,Class,GccAna_NoSolution,,GccAna,TKGeomAlgo
GccAna_Pnt2dBisec,,Class,GccAna_Pnt2dBisec,,GccAna,TKGeomAlgo
GccEnt,,Class,GccEnt,,GccEnt,TKGeomAlgo
GccEnt_BadQualifier,,Class,GccEnt_BadQualifier,,GccEnt,TKGeomAlgo
GccEnt_QualifiedCirc,,Class,GccEnt_QualifiedCirc,,GccEnt,TKGeomAlgo
GccEnt_QualifiedLin,,Class,GccEnt_QualifiedLin,,GccEnt,TKGeomAlgo
GccInt_BCirc,,Class,GccInt_BCirc,,GccInt,TKGeomAlgo
GccInt_BElips,,Class,GccInt_BElips,,GccInt,TKGeomAlgo
GccInt_BHyper,,Class,GccInt_BHyper,,GccInt,TKGeomAlgo
GccInt_BLine,,Class,GccInt_BLine,,GccInt,TKGeomAlgo
GccInt_BParab,,Class,GccInt_BParab,,GccInt,TKGeomAlgo
GccInt_BPoint,,Class,GccInt_BPoint,,GccInt,TKGeomAlgo
GccInt_Bisec,,Class,GccInt_Bisec,,GccInt,TKGeomAlgo
Geom2dAPI_ExtremaCurveCurve,,Class,Geom2dAPI_ExtremaCurveCurve,,Geom2dAPI,TKGeomAlgo
Geom2dAPI_InterCurveCurve,,Class,Geom2dAPI_InterCurveCurve,,Geom2dAPI,TKGeomAlgo
Geom2dAPI_Interpolate,,Class,Geom2dAPI_Interpolate,,Geom2dAPI,TKGeomAlgo
Geom2dAPI_PointsToBSpline,,Class,Geom2dAPI_PointsToBSpline,,Geom2dAPI,TKGeomAlgo
Geom2dAPI_ProjectPointOnCurve,,Class,Geom2dAPI_ProjectPointOnCurve,,Geom2dAPI,TKGeomAlgo
Geom2dAdaptor,,Class,Geom2dAdaptor,,Geom2dAdaptor,TKG2d
Geom2dAdaptor_Curve,,Class,Geom2dAdaptor_Curve,,Geom2dAdaptor,TKG2d
Geom2dConvert,,Class,Geom2dConvert,,Geom2dConvert,TKGeomBase
Geom2dConvert_ApproxArcsSegments,,Class,Geom2dConvert_ApproxArcsSegments,,Geom2dConvert,TKGeomBase
Geom2dConvert_ApproxCurve,,Class,Geom2dConvert_ApproxCurve,,Geom2dConvert,TKGeomBase
Geom2dConvert_BSplineCurveKnotSplitting,,Class,Geom2dConvert_BSplineCurveKnotSplitting,,Geom2dConvert,TKGeomBase
Geom2dConvert_BSplineCurveToBezierCurve,,Class,Geom2dConvert_BSplineCurveToBezierCurve,,Geom2dConvert,TKGeomBase
Geom2dConvert_CompCurveToBSplineCurve,,Class,Geom2dConvert_CompCurveToBSplineCurve,,Geom2dConvert,TKGeomBase
Geom2dConvert_PPoint,,Class,Geom2dConvert_PPoint,,Geom2dConvert,TKGeomBase
Geom2dEvaluator,,Class,Geom2dEvaluator,,Geom2dEvaluator,TKG2d
Geom2dEvaluator_Curve,,Class,Geom2dEvaluator_Curve,,Geom2dEvaluator,TKG2d
Geom2dEvaluator_OffsetCurve,,Class,Geom2dEvaluator_OffsetCurve,,Geom2dEvaluator,TKG2d
Geom2dGcc,,Class,Geom2dGcc,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Circ2d2TanOn,,Class,Geom2dGcc_Circ2d2TanOn,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Circ2d2TanOnGeo,,Class,Geom2dGcc_Circ2d2TanOnGeo,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Circ2d2TanOnIter,,Class,Geom2dGcc_Circ2d2TanOnIter,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Circ2d2TanRad,,Class,Geom2dGcc_Circ2d2TanRad,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Circ2d2TanRadGeo,,Class,Geom2dGcc_Circ2d2TanRadGeo,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Circ2d3Tan,,Class,Geom2dGcc_Circ2d3Tan,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Circ2d3TanIter,,Class,Geom2dGcc_Circ2d3TanIter,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Circ2dTanCen,,Class,Geom2dGcc_Circ2dTanCen,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Circ2dTanCenGeo,,Class,Geom2dGcc_Circ2dTanCenGeo,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Circ2dTanOnRad,,Class,Geom2dGcc_Circ2dTanOnRad,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Circ2dTanOnRadGeo,,Class,Geom2dGcc_Circ2dTanOnRadGeo,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_CurveTool,,Class,Geom2dGcc_CurveTool,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_FunctionTanCirCu,,Class,Geom2dGcc_FunctionTanCirCu,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_FunctionTanCuCu,,Class,Geom2dGcc_FunctionTanCuCu,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_FunctionTanCuCuCu,,Class,Geom2dGcc_FunctionTanCuCuCu,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_FunctionTanCuCuOnCu,,Class,Geom2dGcc_FunctionTanCuCuOnCu,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_FunctionTanCuPnt,,Class,Geom2dGcc_FunctionTanCuPnt,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_FunctionTanObl,,Class,Geom2dGcc_FunctionTanObl,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_IsParallel,,Class,Geom2dGcc_IsParallel,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Lin2d2Tan,,Class,Geom2dGcc_Lin2d2Tan,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Lin2d2TanIter,,Class,Geom2dGcc_Lin2d2TanIter,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Lin2dTanObl,,Class,Geom2dGcc_Lin2dTanObl,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_Lin2dTanOblIter,,Class,Geom2dGcc_Lin2dTanOblIter,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_QCurve,,Class,Geom2dGcc_QCurve,,Geom2dGcc,TKGeomAlgo
Geom2dGcc_QualifiedCurve,,Class,Geom2dGcc_QualifiedCurve,,Geom2dGcc,TKGeomAlgo
Geom2dHatch_Classifier,,Class,Geom2dHatch_Classifier,,Geom2dHatch,TKGeomAlgo
Geom2dHatch_Element,,Class,Geom2dHatch_Element,,Geom2dHatch,TKGeomAlgo
Geom2dHatch_Elements,,Class,Geom2dHatch_Elements,,Geom2dHatch,TKGeomAlgo
Geom2dHatch_FClass2dOfClassifier,,Class,Geom2dHatch_FClass2dOfClassifier,,Geom2dHatch,TKGeomAlgo
Geom2dHatch_Hatcher,,Class,Geom2dHatch_Hatcher,,Geom2dHatch,TKGeomAlgo
Geom2dHatch_Hatching,,Class,Geom2dHatch_Hatching,,Geom2dHatch,TKGeomAlgo
Geom2dHatch_Intersector,,Class,Geom2dHatch_Intersector,,Geom2dHatch,TKGeomAlgo
Geom2dInt_ExactIntersectionPointOfTheIntPCurvePCurveOfGInter,,Class,Geom2dInt_ExactIntersectionPointOfTheIntPCurvePCurveOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_GInter,,Class,Geom2dInt_GInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_Geom2dCurveTool,,Class,Geom2dInt_Geom2dCurveTool,,Geom2dInt,TKGeomAlgo
Geom2dInt_IntConicCurveOfGInter,,Class,Geom2dInt_IntConicCurveOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_MyImpParToolOfTheIntersectorOfTheIntConicCurveOfGInter,,Class,Geom2dInt_MyImpParToolOfTheIntersectorOfTheIntConicCurveOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_PCLocFOfTheLocateExtPCOfTheProjPCurOfGInter,,Class,Geom2dInt_PCLocFOfTheLocateExtPCOfTheProjPCurOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_TheCurveLocatorOfTheProjPCurOfGInter,,Class,Geom2dInt_TheCurveLocatorOfTheProjPCurOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_TheDistBetweenPCurvesOfTheIntPCurvePCurveOfGInter,,Class,Geom2dInt_TheDistBetweenPCurvesOfTheIntPCurvePCurveOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_TheIntConicCurveOfGInter,,Class,Geom2dInt_TheIntConicCurveOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_TheIntPCurvePCurveOfGInter,,Class,Geom2dInt_TheIntPCurvePCurveOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_TheIntersectorOfTheIntConicCurveOfGInter,,Class,Geom2dInt_TheIntersectorOfTheIntConicCurveOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_TheLocateExtPCOfTheProjPCurOfGInter,,Class,Geom2dInt_TheLocateExtPCOfTheProjPCurOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_ThePolygon2dOfTheIntPCurvePCurveOfGInter,,Class,Geom2dInt_ThePolygon2dOfTheIntPCurvePCurveOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dInt_TheProjPCurOfGInter,,Class,Geom2dInt_TheProjPCurOfGInter,,Geom2dInt,TKGeomAlgo
Geom2dLProp_CLProps2d,,Class,Geom2dLProp_CLProps2d,,Geom2dLProp,TKG2d
Geom2dLProp_CurAndInf2d,,Class,Geom2dLProp_CurAndInf2d,,Geom2dLProp,TKG2d
Geom2dLProp_Curve2dTool,,Class,Geom2dLProp_Curve2dTool,,Geom2dLProp,TKG2d
Geom2dLProp_FuncCurExt,,Class,Geom2dLProp_FuncCurExt,,Geom2dLProp,TKG2d
Geom2dLProp_FuncCurNul,,Class,Geom2dLProp_FuncCurNul,,Geom2dLProp,TKG2d
Geom2dLProp_NumericCurInf2d,,Class,Geom2dLProp_NumericCurInf2d,,Geom2dLProp,TKG2d
Geom2dToIGES_Geom2dCurve,,Class,Geom2dToIGES_Geom2dCurve,,Geom2dToIGES,TKDEIGES
Geom2dToIGES_Geom2dEntity,,Class,Geom2dToIGES_Geom2dEntity,,Geom2dToIGES,TKDEIGES
Geom2dToIGES_Geom2dPoint,,Class,Geom2dToIGES_Geom2dPoint,,Geom2dToIGES,TKDEIGES
Geom2dToIGES_Geom2dVector,,Class,Geom2dToIGES_Geom2dVector,,Geom2dToIGES,TKDEIGES
Geom2d_AxisPlacement,,Class,Geom2d_AxisPlacement,,Geom2d,TKG2d
Geom2d_BSplineCurve,,Class,Geom2d_BSplineCurve,,Geom2d,TKG2d
Geom2d_BezierCurve,,Class,Geom2d_BezierCurve,,Geom2d,TKG2d
Geom2d_BoundedCurve,,Class,Geom2d_BoundedCurve,,Geom2d,TKG2d
Geom2d_CartesianPoint,,Class,Geom2d_CartesianPoint,,Geom2d,TKG2d
Geom2d_Circle,,Class,Geom2d_Circle,,Geom2d,TKG2d
Geom2d_Conic,,Class,Geom2d_Conic,,Geom2d,TKG2d
Geom2d_Curve,,Class,Geom2d_Curve,,Geom2d,TKG2d
Geom2d_Direction,,Class,Geom2d_Direction,,Geom2d,TKG2d
Geom2d_Ellipse,,Class,Geom2d_Ellipse,,Geom2d,TKG2d
Geom2d_Geometry,,Class,Geom2d_Geometry,,Geom2d,TKG2d
Geom2d_Hyperbola,,Class,Geom2d_Hyperbola,,Geom2d,TKG2d
Geom2d_Line,,Class,Geom2d_Line,,Geom2d,TKG2d
Geom2d_OffsetCurve,,Class,Geom2d_OffsetCurve,,Geom2d,TKG2d
Geom2d_Parabola,,Class,Geom2d_Parabola,,Geom2d,TKG2d
Geom2d_Point,,Class,Geom2d_Point,,Geom2d,TKG2d
Geom2d_Transformation,,Class,Geom2d_Transformation,,Geom2d,TKG2d
Geom2d_TrimmedCurve,,Class,Geom2d_TrimmedCurve,,Geom2d,TKG2d
Geom2d_UndefinedDerivative,,Class,Geom2d_UndefinedDerivative,,Geom2d,TKG2d
Geom2d_UndefinedValue,,Class,Geom2d_UndefinedValue,,Geom2d,TKG2d
Geom2d_Vector,,Class,Geom2d_Vector,,Geom2d,TKG2d
Geom2d_VectorWithMagnitude,,Class,Geom2d_VectorWithMagnitude,,Geom2d,TKG2d
GeomAPI,,Class,GeomAPI,,GeomAPI,TKGeomAlgo
GeomAPI_ExtremaCurveCurve,,Class,GeomAPI_ExtremaCurveCurve,,GeomAPI,TKGeomAlgo
GeomAPI_ExtremaCurveSurface,,Class,GeomAPI_ExtremaCurveSurface,,GeomAPI,TKGeomAlgo
GeomAPI_ExtremaSurfaceSurface,,Class,GeomAPI_ExtremaSurfaceSurface,,GeomAPI,TKGeomAlgo
GeomAPI_IntCS,,Class,GeomAPI_IntCS,,GeomAPI,TKGeomAlgo
GeomAPI_IntSS,,Class,GeomAPI_IntSS,,GeomAPI,TKGeomAlgo
GeomAPI_Interpolate,,Class,GeomAPI_Interpolate,,GeomAPI,TKGeomAlgo
GeomAPI_PointsToBSpline,,Class,GeomAPI_PointsToBSpline,,GeomAPI,TKGeomAlgo
GeomAPI_PointsToBSplineSurface,,Class,GeomAPI_PointsToBSplineSurface,,GeomAPI,TKGeomAlgo
GeomAPI_ProjectPointOnCurve,,Class,GeomAPI_ProjectPointOnCurve,,GeomAPI,TKGeomAlgo
GeomAPI_ProjectPointOnSurf,,Class,GeomAPI_ProjectPointOnSurf,,GeomAPI,TKGeomAlgo
GeomAdaptor,,Class,GeomAdaptor,,GeomAdaptor,TKG3d
GeomAdaptor_Curve,,Class,GeomAdaptor_Curve,,GeomAdaptor,TKG3d
GeomAdaptor_Surface,,Class,GeomAdaptor_Surface,,GeomAdaptor,TKG3d
GeomAdaptor_SurfaceOfLinearExtrusion,,Class,GeomAdaptor_SurfaceOfLinearExtrusion,,GeomAdaptor,TKG3d
GeomAdaptor_SurfaceOfRevolution,,Class,GeomAdaptor_SurfaceOfRevolution,,GeomAdaptor,TKG3d
GeomConvert,,Class,GeomConvert,,GeomConvert,TKGeomBase
GeomConvert_ApproxCurve,,Class,GeomConvert_ApproxCurve,,GeomConvert,TKGeomBase
GeomConvert_ApproxSurface,,Class,GeomConvert_ApproxSurface,,GeomConvert,TKGeomBase
GeomConvert_BSplineCurveKnotSplitting,,Class,GeomConvert_BSplineCurveKnotSplitting,,GeomConvert,TKGeomBase
GeomConvert_BSplineCurveToBezierCurve,,Class,GeomConvert_BSplineCurveToBezierCurve,,GeomConvert,TKGeomBase
GeomConvert_BSplineSurfaceKnotSplitting,,Class,GeomConvert_BSplineSurfaceKnotSplitting,,GeomConvert,TKGeomBase
GeomConvert_BSplineSurfaceToBezierSurface,,Class,GeomConvert_BSplineSurfaceToBezierSurface,,GeomConvert,TKGeomBase
GeomConvert_CompBezierSurfacesToBSplineSurface,,Class,GeomConvert_CompBezierSurfacesToBSplineSurface,,GeomConvert,TKGeomBase
GeomConvert_CompCurveToBSplineCurve,,Class,GeomConvert_CompCurveToBSplineCurve,,GeomConvert,TKGeomBase
GeomConvert_CurveToAnaCurve,,Class,GeomConvert_CurveToAnaCurve,,GeomConvert,TKGeomBase
GeomConvert_FuncConeLSDist,,Class,GeomConvert_FuncConeLSDist,,GeomConvert,TKGeomBase
GeomConvert_FuncCylinderLSDist,,Class,GeomConvert_FuncCylinderLSDist,,GeomConvert,TKGeomBase
GeomConvert_FuncSphereLSDist,,Class,GeomConvert_FuncSphereLSDist,,GeomConvert,TKGeomBase
GeomConvert_SurfToAnaSurf,,Class,GeomConvert_SurfToAnaSurf,,GeomConvert,TKGeomBase
GeomConvert_Units,,Class,GeomConvert_Units,,GeomConvert,TKGeomBase
GeomEvaluator_Curve,,Class,GeomEvaluator_Curve,,GeomEvaluator,TKG3d
GeomEvaluator_OffsetCurve,,Class,GeomEvaluator_OffsetCurve,,GeomEvaluator,TKG3d
GeomEvaluator_OffsetSurface,,Class,GeomEvaluator_OffsetSurface,,GeomEvaluator,TKG3d
GeomEvaluator_Surface,,Class,GeomEvaluator_Surface,,GeomEvaluator,TKG3d
GeomEvaluator_SurfaceOfExtrusion,,Class,GeomEvaluator_SurfaceOfExtrusion,,GeomEvaluator,TKG3d
GeomEvaluator_SurfaceOfRevolution,,Class,GeomEvaluator_SurfaceOfRevolution,,GeomEvaluator,TKG3d
GeomFill,,Class,GeomFill,,GeomFill,TKGeomAlgo
GeomFill_AppSurf,,Class,GeomFill_AppSurf,,GeomFill,TKGeomAlgo
GeomFill_AppSweep,,Class,GeomFill_AppSweep,,GeomFill,TKGeomAlgo
GeomFill_BSplineCurves,,Class,GeomFill_BSplineCurves,,GeomFill,TKGeomAlgo
GeomFill_BezierCurves,,Class,GeomFill_BezierCurves,,GeomFill,TKGeomAlgo
GeomFill_BoundWithSurf,,Class,GeomFill_BoundWithSurf,,GeomFill,TKGeomAlgo
GeomFill_Boundary,,Class,GeomFill_Boundary,,GeomFill,TKGeomAlgo
GeomFill_CircularBlendFunc,,Class,GeomFill_CircularBlendFunc,,GeomFill,TKGeomAlgo
GeomFill_ConstantBiNormal,,Class,GeomFill_ConstantBiNormal,,GeomFill,TKGeomAlgo
GeomFill_ConstrainedFilling,,Class,GeomFill_ConstrainedFilling,,GeomFill,TKGeomAlgo
GeomFill_Coons,,Class,GeomFill_Coons,,GeomFill,TKGeomAlgo
GeomFill_CoonsAlgPatch,,Class,GeomFill_CoonsAlgPatch,,GeomFill,TKGeomAlgo
GeomFill_CornerState,,Class,GeomFill_CornerState,,GeomFill,TKGeomAlgo
GeomFill_CorrectedFrenet,,Class,GeomFill_CorrectedFrenet,,GeomFill,TKGeomAlgo
GeomFill_CurveAndTrihedron,,Class,GeomFill_CurveAndTrihedron,,GeomFill,TKGeomAlgo
GeomFill_Curved,,Class,GeomFill_Curved,,GeomFill,TKGeomAlgo
GeomFill_Darboux,,Class,GeomFill_Darboux,,GeomFill,TKGeomAlgo
GeomFill_DegeneratedBound,,Class,GeomFill_DegeneratedBound,,GeomFill,TKGeomAlgo
GeomFill_DiscreteTrihedron,,Class,GeomFill_DiscreteTrihedron,,GeomFill,TKGeomAlgo
GeomFill_DraftTrihedron,,Class,GeomFill_DraftTrihedron,,GeomFill,TKGeomAlgo
GeomFill_EvolvedSection,,Class,GeomFill_EvolvedSection,,GeomFill,TKGeomAlgo
GeomFill_Filling,,Class,GeomFill_Filling,,GeomFill,TKGeomAlgo
GeomFill_Fixed,,Class,GeomFill_Fixed,,GeomFill,TKGeomAlgo
GeomFill_Frenet,,Class,GeomFill_Frenet,,GeomFill,TKGeomAlgo
GeomFill_FunctionDraft,,Class,GeomFill_FunctionDraft,,GeomFill,TKGeomAlgo
GeomFill_FunctionGuide,,Class,GeomFill_FunctionGuide,,GeomFill,TKGeomAlgo
GeomFill_Generator,,Class,GeomFill_Generator,,GeomFill,TKGeomAlgo
GeomFill_GuideTrihedronAC,,Class,GeomFill_GuideTrihedronAC,,GeomFill,TKGeomAlgo
GeomFill_GuideTrihedronPlan,,Class,GeomFill_GuideTrihedronPlan,,GeomFill,TKGeomAlgo
GeomFill_HArray1OfLocationLaw,,Class,GeomFill_HArray1OfLocationLaw,,GeomFill,TKGeomAlgo
GeomFill_HArray1OfSectionLaw,,Class,GeomFill_HArray1OfSectionLaw,,GeomFill,TKGeomAlgo
GeomFill_HSequenceOfAx2,,Class,GeomFill_HSequenceOfAx2,,GeomFill,TKGeomAlgo
GeomFill_Line,,Class,GeomFill_Line,,GeomFill,TKGeomAlgo
GeomFill_LocFunction,,Class,GeomFill_LocFunction,,GeomFill,TKGeomAlgo
GeomFill_LocationDraft,,Class,GeomFill_LocationDraft,,GeomFill,TKGeomAlgo
GeomFill_LocationGuide,,Class,GeomFill_LocationGuide,,GeomFill,TKGeomAlgo
GeomFill_LocationLaw,,Class,GeomFill_LocationLaw,,GeomFill,TKGeomAlgo
GeomFill_NSections,,Class,GeomFill_NSections,,GeomFill,TKGeomAlgo
GeomFill_Pipe,,Class,GeomFill_Pipe,,GeomFill,TKGeomAlgo
GeomFill_PlanFunc,,Class,GeomFill_PlanFunc,,GeomFill,TKGeomAlgo
GeomFill_PolynomialConvertor,,Class,GeomFill_PolynomialConvertor,,GeomFill,TKGeomAlgo
GeomFill_Profiler,,Class,GeomFill_Profiler,,GeomFill,TKGeomAlgo
GeomFill_QuasiAngularConvertor,,Class,GeomFill_QuasiAngularConvertor,,GeomFill,TKGeomAlgo
GeomFill_SectionGenerator,,Class,GeomFill_SectionGenerator,,GeomFill,TKGeomAlgo
GeomFill_SectionLaw,,Class,GeomFill_SectionLaw,,GeomFill,TKGeomAlgo
GeomFill_SectionPlacement,,Class,GeomFill_SectionPlacement,,GeomFill,TKGeomAlgo
GeomFill_SimpleBound,,Class,GeomFill_SimpleBound,,GeomFill,TKGeomAlgo
GeomFill_SnglrFunc,,Class,GeomFill_SnglrFunc,,GeomFill,TKGeomAlgo
GeomFill_Stretch,,Class,GeomFill_Stretch,,GeomFill,TKGeomAlgo
GeomFill_Sweep,,Class,GeomFill_Sweep,,GeomFill,TKGeomAlgo
GeomFill_SweepFunction,,Class,GeomFill_SweepFunction,,GeomFill,TKGeomAlgo
