Order,Level,Toolkit,Package,Class Name,Note
988,0,TKStdL,StdLPersistent,StdLPersistent_Dependency,Ready
989,0,TKStdL,StdLPersistent,StdLPersistent_HArray1,Ready
990,0,TKStdL,StdLPersistent,StdLPersistent_HArray2,Ready
991,0,TKStdL,StdLPersistent,StdLPersistent_HString,Ready
992,0,TKStdL,StdLPersistent,StdLPersistent_Real,Ready
993,0,TKStdL,StdLPersistent,StdLPersistent_TreeNode,Ready
994,0,TKStdL,StdLPersistent,StdLPersistent_Value,Ready
995,0,TKStdL,StdLPersistent,StdLPersistent_Void,Ready
996,0,TKStdL,StdLPersistent,TagSource,Ready
997,0,TKStdL,StdLPersistent,UAttribute,Ready
998,0,TKStdL,StdObjMgt,StdObjMgt_MapOfInstantiators,Ready
999,0,TKStdL,StdObjMgt,StdObjMgt_ReadData,Ready
1000,0,TKStdL,StdObjMgt,StdObjMgt_SharedObject,Ready
1001,0,TKStdL,StdObjMgt,StdObjMgt_WriteData,Ready
1002,0,TKTObj,TObj,TObj_Assistant,Ready
1003,0,TKTObj,TObj,TObj_Persistence,Ready
1004,0,TKTObjDRAW,TObjDRAW,TObjDRAW,Ready
1005,0,TKTopAlgo,BRepApprox,BRepApprox_Approx,Ready
1006,0,TKTopAlgo,BRepApprox,BRepApprox_ResConstraintOfMyGradientOfTheComputeLineBezierOfApprox,Ready
1007,0,TKTopAlgo,BRepApprox,BRepApprox_ResConstraintOfMyGradientbisOfTheComputeLineOfApprox,Ready
1008,0,TKTopAlgo,BRepApprox,BRepApprox_SurfaceTool,Ready
1009,0,TKTopAlgo,BRepApprox,BRepApprox_TheMultiLineToolOfApprox,Ready
1010,0,TKTopAlgo,BRepBndLib,BRepBndLib,Ready
1011,0,TKTopAlgo,BRepBuilderAPI,BRepBuilderAPI,Ready
1012,0,TKTopAlgo,BRepBuilderAPI,BRepBuilderAPI_Command,Ready
1013,0,TKTopAlgo,BRepCheck,BRepCheck,Ready
1014,0,TKTopAlgo,BRepClass3d,BRepClass3d,Ready
1015,0,TKTopAlgo,BRepClass3d,BRepClass3d_BndBoxTreeSelectorLine,Ready
1016,0,TKTopAlgo,BRepClass3d,BRepClass3d_BndBoxTreeSelectorPoint,Ready
1017,0,TKTopAlgo,BRepExtrema,BRepExtrema_DistanceSS,Ready
1018,0,TKTopAlgo,BRepExtrema,BRepExtrema_ElementFilter,Ready
1019,0,TKTopAlgo,BRepExtrema,BRepExtrema_Poly,Ready
1020,0,TKTopAlgo,BRepExtrema,BRepExtrema_ProximityDistTool,Ready
1021,0,TKTopAlgo,BRepExtrema,BRepExtrema_TriangleSet,Ready
1022,0,TKTopAlgo,BRepExtrema,PrjState,Ready
1023,0,TKTopAlgo,BRepGProp,BRepGProp,Ready
1024,0,TKTopAlgo,BRepGProp,BRepGProp_EdgeTool,Ready
1025,0,TKTopAlgo,BRepGProp,BRepGProp_Gauss,Ready
1026,0,TKTopAlgo,BRepGProp,Inertia,Ready
1027,0,TKTopAlgo,BRepLib,BRepLib,Ready
1028,0,TKTopAlgo,BRepLib,BRepLib_Command,Ready
1029,0,TKTopAlgo,BRepLib,BRepLib_ToolTriangulatedShape,Ready
1030,0,TKTopAlgo,Bisector,Bisector,Ready
1031,0,TKTopAlgo,Bisector,Bisector_PointOnBis,Ready
1032,0,TKTopAlgo,Bisector,Bisector_PolyBis,Ready
1033,0,TKTopAlgo,MAT2d,MAT2d_BiInt,Ready
1034,0,TKTopAlgo,MAT2d,MAT2d_CutCurve,Ready
1035,0,TKTopAlgo,MAT2d,MAT2d_MiniPath,Ready
1036,0,TKTopTest,BOPTest,BOPTest,Ready
1037,0,TKTopTest,BOPTest,BOPTest_Objects,Ready
1038,0,TKTopTest,BRepTest,BRepTest,Ready
1039,0,TKTopTest,BRepTest,BRepTest_Objects,Ready
1040,0,TKTopTest,GeometryTest,GeometryTest,Ready
1041,0,TKTopTest,GeomliteTest,GeomliteTest,Ready
1042,0,TKTopTest,HLRTest,HLRTest,Ready
1043,0,TKTopTest,MeshTest,MeshTest,Ready
1044,0,TKTopTest,SWDRAW,SWDRAW,Ready
1045,0,TKTopTest,SWDRAW,SWDRAW_ShapeAnalysis,Ready
1046,0,TKTopTest,SWDRAW,SWDRAW_ShapeCustom,Ready
1047,0,TKTopTest,SWDRAW,SWDRAW_ShapeExtend,Ready
1048,0,TKTopTest,SWDRAW,SWDRAW_ShapeFix,Ready
1049,0,TKTopTest,SWDRAW,SWDRAW_ShapeProcess,Ready
1050,0,TKTopTest,SWDRAW,SWDRAW_ShapeProcessAPI,Ready
1051,0,TKTopTest,SWDRAW,SWDRAW_ShapeTool,Ready
1052,0,TKTopTest,SWDRAW,SWDRAW_ShapeUpgrade,Ready
1053,0,TKV3d,AIS,AIS,Ready
1054,0,TKV3d,AIS,AIS_AnimationProgress,Ready
1055,0,TKV3d,AIS,AIS_GraphicTool,Ready
1056,0,TKV3d,AIS,AIS_ViewInputBuffer,Ready
1057,0,TKV3d,AIS,AIS_WalkDelta,Ready
1058,0,TKV3d,AIS,AIS_WalkPart,Ready
1059,0,TKV3d,AIS,BehaviorOnTransform,Ready
1060,0,TKV3d,AIS,OptionsForAttach,Ready
1061,0,TKV3d,AIS,_draggingParams,Ready
1062,0,TKV3d,AIS,_highlighting,Ready
1063,0,TKV3d,AIS,_orbitRotation,Ready
1064,0,TKV3d,AIS,_orientation,Ready
1065,0,TKV3d,AIS,_panningParams,Ready
1066,0,TKV3d,AIS,_selection,Ready
1067,0,TKV3d,AIS,_viewRotation,Ready
1068,0,TKV3d,AIS,_zrotateParams,Ready
1069,0,TKV3d,DsgPrs,DsgPrs,Ready
1070,0,TKV3d,DsgPrs,DsgPrs_AnglePresentation,Ready
1071,0,TKV3d,DsgPrs,DsgPrs_Chamf2dPresentation,Ready
1072,0,TKV3d,DsgPrs,DsgPrs_ConcentricPresentation,Ready
1073,0,TKV3d,DsgPrs,DsgPrs_DiameterPresentation,Ready
1074,0,TKV3d,DsgPrs,DsgPrs_EllipseRadiusPresentation,Ready
1075,0,TKV3d,DsgPrs,DsgPrs_EqualDistancePresentation,Ready
1076,0,TKV3d,DsgPrs,DsgPrs_EqualRadiusPresentation,Ready
1077,0,TKV3d,DsgPrs,DsgPrs_FilletRadiusPresentation,Ready
1078,0,TKV3d,DsgPrs,DsgPrs_FixPresentation,Ready
1079,0,TKV3d,DsgPrs,DsgPrs_IdenticPresentation,Ready
1080,0,TKV3d,DsgPrs,DsgPrs_LengthPresentation,Ready
1081,0,TKV3d,DsgPrs,DsgPrs_MidPointPresentation,Ready
1082,0,TKV3d,DsgPrs,DsgPrs_OffsetPresentation,Ready
1083,0,TKV3d,DsgPrs,DsgPrs_ParalPresentation,Ready
1084,0,TKV3d,DsgPrs,DsgPrs_PerpenPresentation,Ready
1085,0,TKV3d,DsgPrs,DsgPrs_RadiusPresentation,Ready
1086,0,TKV3d,DsgPrs,DsgPrs_ShadedPlanePresentation,Ready
1087,0,TKV3d,DsgPrs,DsgPrs_ShapeDirPresentation,Ready
1088,0,TKV3d,DsgPrs,DsgPrs_SymbPresentation,Ready
1089,0,TKV3d,DsgPrs,DsgPrs_SymmetricPresentation,Ready
1090,0,TKV3d,DsgPrs,DsgPrs_TangentPresentation,Ready
1091,0,TKV3d,DsgPrs,DsgPrs_XYZAxisPresentation,Ready
1092,0,TKV3d,DsgPrs,DsgPrs_XYZPlanePresentation,Ready
1093,0,TKV3d,Prs3d,Prs3d,Ready
1094,0,TKV3d,Prs3d,Prs3d_Arrow,Ready
1095,0,TKV3d,Prs3d,Prs3d_Root,Ready
1096,0,TKV3d,Prs3d,Prs3d_Text,Ready
1097,0,TKV3d,Prs3d,Prs3d_ToolQuadric,Ready
1098,0,TKV3d,PrsDim,Arrow,Ready
1099,0,TKV3d,PrsDim,PrsDim,Ready
1100,0,TKV3d,PrsDim,SelectionGeometry,Ready
1101,0,TKV3d,Select3D,Select3D_Pnt,Ready
1102,0,TKV3d,SelectBasics,SelectBasics,Ready
1103,0,TKV3d,SelectBasics,SelectBasics_PickResult,Ready
1104,0,TKV3d,SelectBasics,SelectBasics_SelectingVolumeManager,Ready
1105,0,TKV3d,SelectMgr,SelectMgr,Ready
1106,0,TKV3d,SelectMgr,SelectMgr_RectangularFrustum,Ready
1107,0,TKV3d,SelectMgr,SelectMgr_SelectableObjectSet,Ready
1108,0,TKV3d,SelectMgr,SelectMgr_SensitiveEntitySet,Ready
1109,0,TKV3d,SelectMgr,SelectMgr_ToleranceMap,Ready
1110,0,TKV3d,SelectMgr,SelectMgr_TriangularFrustum,Ready
1111,0,TKV3d,SelectMgr,SelectionRectangle,Ready
1112,0,TKV3d,SelectMgr,SelectionTriangle,Ready
1113,0,TKV3d,StdPrs,PntOnIso,Ready
1114,0,TKV3d,StdPrs,SegOnIso,Ready
1115,0,TKV3d,StdPrs,StdPrs_ToolPoint,Ready
1116,0,TKV3d,StdPrs,StdPrs_ToolVertex,Ready
1117,0,TKV3d,StdSelect,StdSelect,Ready
1118,0,TKV3d,StdSelect,StdSelect_BRepSelectionTool,Ready
1119,0,TKV3d,V3d,V3d,Ready
1120,0,TKV3d,V3d,V3d_ImageDumpOptions,Ready
1121,0,TKVCAF,TPrsStd,TPrsStd_ConstraintTools,Ready
1122,0,TKViewerTest,ViewerTest,CommandOption,Ready
1123,0,TKViewerTest,ViewerTest,ViewerTest,Ready
1124,0,TKViewerTest,ViewerTest,ViewerTest_CmdParser,Ready
1125,0,TKXCAF,XCAFDoc,XCAFDoc,Ready
1126,0,TKXCAF,XCAFDoc,XCAFDoc_AssemblyItemId,Ready
1127,0,TKXCAF,XCAFDoc,XCAFDoc_AssemblyIterator,Ready
1128,0,TKXCAF,XCAFDoc,XCAFDoc_AssemblyTool,Ready
1129,0,TKXCAF,XCAFDoc,XCAFDoc_Editor,Ready
1130,0,TKXCAF,XCAFPrs,XCAFPrs,Ready
1131,0,TKXDEDRAW,XDEDRAW,XDEDRAW,Ready
1132,0,TKXDEDRAW,XDEDRAW,XDEDRAW_Colors,Ready
1133,0,TKXDEDRAW,XDEDRAW,XDEDRAW_Common,Ready
1134,0,TKXDEDRAW,XDEDRAW,XDEDRAW_GDTs,Ready
1135,0,TKXDEDRAW,XDEDRAW,XDEDRAW_Layers,Ready
1136,0,TKXDEDRAW,XDEDRAW,XDEDRAW_Notes,Ready
1137,0,TKXDEDRAW,XDEDRAW,XDEDRAW_Props,Ready
1138,0,TKXDEDRAW,XDEDRAW,XDEDRAW_Shapes,Ready
1139,0,TKXDEDRAW,XDEDRAW,XDEDRAW_Views,Ready
1140,0,TKXMesh,XBRepMesh,XBRepMesh,Ready
1141,0,TKXSBase,IFSelect,IFSelect,Ready
1142,0,TKXSBase,IFSelect,IFSelect_Functions,Ready
1143,0,TKXSBase,Interface,Interface_FileParameter,Ready
1144,0,TKXSBase,Interface,Interface_FloatWriter,Ready
1145,0,TKXSBase,Interface,Interface_LineBuffer,Ready
1146,0,TKXSBase,Interface,Interface_MSG,Ready
1147,0,TKXSBase,MoniTool,MoniTool_DataInfo,Ready
1148,0,TKXSBase,Transfer,Transfer_DataInfo,Ready
1149,0,TKXSBase,Transfer,Transfer_FindHasher,Ready
1150,0,TKXSBase,Transfer,Transfer_TransferInput,Ready
1151,0,TKXSBase,TransferBRep,TransferBRep,Ready
1152,0,TKXSBase,TransferBRep,TransferBRep_ShapeInfo,Ready
1153,0,TKXSBase,XSAlgo,XSAlgo,Ready
1154,0,TKXSBase,XSControl,XSControl,Ready
1155,0,TKXSBase,XSControl,XSControl_FuncShape,Ready
1156,0,TKXSBase,XSControl,XSControl_Functions,Ready
1157,0,TKXSBase,XSControl,XSControl_Utils,Ready
1158,0,TKXSDRAW,XSDRAW,XSDRAW,Ready
1159,0,TKXSDRAW,XSDRAW,XSDRAW_Functions,Ready
1160,0,TKXSDRAWDE,XSDRAWDE,XSDRAWDE,Ready
1161,0,TKXSDRAWGLTF,XSDRAWGLTF,XSDRAWGLTF,Ready
1162,0,TKXSDRAWIGES,XSDRAWIGES,XSDRAWIGES,Ready
1163,0,TKXSDRAWOBJ,XSDRAWOBJ,XSDRAWOBJ,Ready
1164,0,TKXSDRAWPLY,XSDRAWPLY,XSDRAWPLY,Ready
1165,0,TKXSDRAWSTEP,XSDRAWSTEP,XSDRAWSTEP,Ready
1166,0,TKXSDRAWSTL,XSDRAWSTL,XSDRAWSTL,Ready
1167,0,TKXSDRAWVRML,XSDRAWVRML,XSDRAWVRML,Ready
1168,0,TKXml,XmlDrivers,XmlDrivers,Ready
1169,0,TKXml,XmlMDataXtd,XmlMDataXtd,Ready
1170,0,TKXml,XmlMNaming,XmlMNaming,Ready
1171,0,TKXml,XmlMNaming,XmlMNaming_Shape1,Ready
1172,0,TKXmlL,XmlLDrivers,XmlLDrivers,Ready
1173,0,TKXmlL,XmlMDF,XmlMDF,Ready
1174,0,TKXmlL,XmlMDataStd,XmlMDataStd,Ready
1175,0,TKXmlL,XmlMDocStd,XmlMDocStd,Ready
1176,0,TKXmlL,XmlMFunction,XmlMFunction,Ready
1177,0,TKXmlL,XmlObjMgt,XmlObjMgt,Ready
1178,0,TKXmlL,XmlObjMgt,XmlObjMgt_Array1,Ready
1179,0,TKXmlL,XmlObjMgt,XmlObjMgt_GP,Ready
1180,0,TKXmlL,XmlObjMgt,XmlObjMgt_Persistent,Ready
1181,0,TKXmlTObj,XmlTObjDrivers,XmlTObjDrivers,Ready
1182,0,TKXmlXCAF,XmlMXCAFDoc,XmlMXCAFDoc,Ready
1183,0,TKXmlXCAF,XmlXCAFDrivers,XmlXCAFDrivers,Ready
1184,0,TKernel,FSD,FSD_Base64,Ready
1185,0,TKernel,FSD,FSD_FileHeader,Ready
1186,0,TKernel,Message,Message,Ready
1187,0,TKernel,Message,Message_ExecStatus,Ready
1188,0,TKernel,Message,Message_MsgFile,Ready
1189,0,TKernel,NCollection,AlignedPtr,Ready
1190,0,TKernel,NCollection,AlignedSize,Ready
1191,0,TKernel,NCollection,Block,Ready
1192,0,TKernel,NCollection,IBlock,Ready
1193,0,TKernel,NCollection,Key,Ready
1194,0,TKernel,NCollection,NCollection_BaseList,Ready
1195,0,TKernel,NCollection,NCollection_BaseMap,Ready
1196,0,TKernel,NCollection,NCollection_BasePointerVector,Ready
1197,0,TKernel,NCollection,NCollection_BaseSequence,Ready
1198,0,TKernel,NCollection,NCollection_CellFilter_InspectorXY,Ready
1199,0,TKernel,NCollection,NCollection_CellFilter_InspectorXYZ,Ready
1200,0,TKernel,NCollection,NCollection_DefaultHasher,Ready
1201,0,TKernel,NCollection,NCollection_ListNode,Ready
1202,0,TKernel,NCollection,NCollection_SeqNode,Ready
1203,0,TKernel,NCollection,NCollection_SparseArrayBase,Ready
1204,0,TKernel,OSD,FunctorInterface,Ready
1205,0,TKernel,OSD,IteratorInterface,Ready
1206,0,TKernel,OSD,JobInterface,Ready
1207,0,TKernel,OSD,JobRange,Ready
1208,0,TKernel,OSD,Numbers,Ready
1209,0,TKernel,OSD,OSD,Ready
1210,0,TKernel,OSD,OSD_Chronometer,Ready
1211,0,TKernel,OSD,OSD_MAllocHook,Ready
1212,0,TKernel,OSD,OSD_MemInfo,Ready
1213,0,TKernel,OSD,OSD_Parallel,Ready
1214,0,TKernel,OSD,OSD_PerfMeter,Ready
1215,0,TKernel,OSD,OSD_Protection,Ready
1216,0,TKernel,OSD,OSD_SharedLibrary,Ready
1217,0,TKernel,OSD,OSD_Thread,Ready
1218,0,TKernel,OSD,UniversalIterator,Ready
1219,0,TKernel,Plugin,Plugin,Ready
1220,0,TKernel,Precision,Precision,Ready
1221,0,TKernel,Quantity,Quantity_Color,Ready
1222,0,TKernel,Quantity,Quantity_Date,Ready
1223,0,TKernel,Quantity,Quantity_Period,Ready
1224,0,TKernel,Resource,Resource_LexicalCompare,Ready
1225,0,TKernel,Resource,Resource_Unicode,Ready
1226,0,TKernel,Standard,Callback,Ready
1227,0,TKernel,Standard,Standard,Ready
1228,0,TKernel,Standard,Standard_ArrayStreamBuffer,Ready
1229,0,TKernel,Standard,Standard_CLocaleSentry,Ready
1230,0,TKernel,Standard,Standard_CStringHasher,Ready
1231,0,TKernel,Standard,Standard_Condition,Ready
1232,0,TKernel,Standard,Standard_Dump,Ready
1233,0,TKernel,Standard,Standard_ErrorHandler,Ready
1234,0,TKernel,Standard,Standard_GUID,Ready
1235,0,TKernel,Standard,Standard_MMgrRoot,Ready
1236,0,TKernel,Standard,Standard_ReadBuffer,Ready
1237,0,TKernel,Standard,Standard_ReadLineBuffer,Ready
1238,0,TKernel,Standard,Standard_Static_Assert,Ready
1239,0,TKernel,Standard,Standard_Transient,Ready
1240,0,TKernel,Standard,Standard_UUID,Ready
1241,0,TKernel,Standard,StringRef,Ready
1242,0,TKernel,Storage,Storage,Ready
1243,0,TKernel,TColStd,TColStd_PackedMapOfInteger,Ready
1244,0,TKernel,TColStd,TColStd_intMapNode,Ready
1245,0,TKernel,TCollection,TCollection,Ready
1246,0,TKernel,TCollection,TCollection_AsciiString,Ready
1247,0,TKernel,TCollection,TCollection_ExtendedString,Ready
1248,0,TKernel,Units,Units,Ready
1249,0,TKernel,UnitsAPI,UnitsAPI,Ready
1250,0,TKernel,UnitsMethods,UnitsMethods,Ready
1251,0,Unknown,Geom2dHash,Geom2dHash_CurveHasher,Ready
1252,0,Unknown,GeomHash,GeomHash_CurveHasher,Ready
1253,0,Unknown,GeomHash,GeomHash_SurfaceHasher,Ready
1254,0,Unknown,HelixGeom,HelixGeom_BuilderApproxCurve,Ready
1255,0,Unknown,HelixGeom,HelixGeom_Tools,Ready
1256,0,Unknown,LDOMBasicString,LDOMBasicString,Ready
1257,1,TKBO,BOPDS,BOPDS_CommonBlock,Ready
1258,1,TKBO,IntTools,IntTools_CurveRangeSample,Ready
1259,1,TKBRep,BRep,BRep_Builder,Ready
1260,1,TKBRep,BRepAdaptor,BRepAdaptor_HArray1OfCurve,Ready
1261,1,TKBRep,BRepTools,BRepTools_History,Ready
1262,1,TKBRep,BRepTools,BRepTools_Modification,Ready
1263,1,TKBRep,BRepTools,BRepTools_ReShape,Ready
1264,1,TKBRep,BinTools,BinTools_ShapeReader,Ready
1265,1,TKBRep,BinTools,BinTools_ShapeWriter,Ready
1266,1,TKBRep,TopTools,TopTools_HArray1OfListOfShape,Ready
1267,1,TKBRep,TopTools,TopTools_HArray1OfShape,Ready
1268,1,TKBRep,TopTools,TopTools_HArray2OfShape,Ready
1269,1,TKBRep,TopTools,TopTools_HSequenceOfShape,Ready
1270,1,TKBRep,TopTools,TopTools_ShapeSet,Ready
1271,1,TKBRep,TopoDS,TopoDS_TShape,Ready
1272,1,TKBinL,BinLDrivers,BinLDrivers_DocumentSection,Ready
1273,1,TKBinL,BinMDF,BinMDF_ADriverTable,Ready
1274,1,TKBinL,BinObjMgt,BinObjMgt_Position,Ready
1275,1,TKBool,BRepAlgo,BRepAlgo_AsDes,Ready
1276,1,TKBool,TopOpeBRep,TopOpeBRep_HArray1OfLineInter,Ready
1277,1,TKBool,TopOpeBRep,TopOpeBRep_HArray1OfVPointInter,Ready
1278,1,TKBool,TopOpeBRepBuild,TopOpeBRepBuild_Area1dBuilder,Ready
1279,1,TKBool,TopOpeBRepBuild,TopOpeBRepBuild_Area2dBuilder,Ready
1280,1,TKBool,TopOpeBRepBuild,TopOpeBRepBuild_Area3dBuilder,Ready
1281,1,TKBool,TopOpeBRepBuild,TopOpeBRepBuild_CompositeClassifier,Ready
1282,1,TKBool,TopOpeBRepDS,TopOpeBRepDS_Association,Ready
1283,1,TKBool,TopOpeBRepDS,TopOpeBRepDS_CurveIterator,Ready
1284,1,TKBool,TopOpeBRepDS,TopOpeBRepDS_EdgeInterferenceTool,Ready
1285,1,TKBool,TopOpeBRepDS,TopOpeBRepDS_HArray1OfDataMapOfIntegerListOfInterference,Ready
1286,1,TKBool,TopOpeBRepDS,TopOpeBRepDS_Interference,Ready
1287,1,TKBool,TopOpeBRepDS,TopOpeBRepDS_PointData,Ready
1288,1,TKBool,TopOpeBRepDS,TopOpeBRepDS_PointExplorer,Ready
1289,1,TKBool,TopOpeBRepDS,TopOpeBRepDS_PointIterator,Ready
1290,1,TKBool,TopOpeBRepDS,TopOpeBRepDS_SurfaceIterator,Ready
1291,1,TKBool,TopOpeBRepTool,TopOpeBRepTool_CurveTool,Ready
1292,1,TKBool,TopOpeBRepTool,TopOpeBRepTool_HBoxTool,Ready
1293,1,TKCAF,TDataXtd,TDataXtd_HArray1OfTrsf,Ready
1294,1,TKCAF,TNaming,TNaming_Selector,Ready
1295,1,TKCAF,TNaming,TNaming_TranslateTool,Ready
1296,1,TKCDF,CDF,CDF_Directory,Ready
1297,1,TKCDF,CDF,CDF_MetaDataDriver,Ready
1298,1,TKCDF,CDF,CDF_MetaDataDriverFactory,Ready
1299,1,TKCDF,CDM,CDM_MetaData,Ready
1300,1,TKCDF,LDOM,LDOM_BasicAttribute,Ready
1301,1,TKCDF,LDOM,LDOM_BasicElement,Ready
1302,1,TKCDF,LDOM,LDOM_BasicText,Ready
1303,1,TKCDF,LDOM,LDOM_MemManager,Ready
1304,1,TKCDF,LDOM,LDOM_OSStream,Ready
1305,1,TKCDF,PCDM,PCDM_ReadWriter,Ready
1306,1,TKCDF,PCDM,PCDM_Reader,Ready
1307,1,TKCDF,PCDM,PCDM_ReaderFilter,Ready
1308,1,TKCDF,PCDM,PCDM_Reference,Ready
1309,1,TKCDF,PCDM,PCDM_Writer,Ready
1310,1,TKDCAF,DDataStd,DDataStd_DrawDriver,Ready
1311,1,TKDE,DE,DE_ConfigurationContext,Ready
1312,1,TKDE,DE,DE_ConfigurationNode,Ready
1313,1,TKDE,DE,DE_Wrapper,Ready
1314,1,TKDEGLTF,DEGLTF,RWGltf_InternalSection,Ready
1315,1,TKDEGLTF,RWGltf,RWGltf_CafWriter,Ready
1316,1,TKDEGLTF,RWGltf,RWGltf_GltfJsonParser,Ready
1317,1,TKDEIGES,DEIGES,DEIGES_Parameters,Ready
1318,1,TKDEIGES,IGESAppli,IGESAppli_HArray1OfFiniteElement,Ready
1319,1,TKDEIGES,IGESAppli,IGESAppli_HArray1OfFlow,Ready
1320,1,TKDEIGES,IGESAppli,IGESAppli_HArray1OfNode,Ready
1321,1,TKDEIGES,IGESBasic,IGESBasic_HArray1OfHArray1OfIGESEntity,Ready
1322,1,TKDEIGES,IGESBasic,IGESBasic_HArray1OfHArray1OfInteger,Ready
1323,1,TKDEIGES,IGESBasic,IGESBasic_HArray1OfHArray1OfReal,Ready
1324,1,TKDEIGES,IGESBasic,IGESBasic_HArray1OfHArray1OfXY,Ready
1325,1,TKDEIGES,IGESBasic,IGESBasic_HArray1OfHArray1OfXYZ,Ready
1326,1,TKDEIGES,IGESBasic,IGESBasic_HArray1OfLineFontEntity,Ready
1327,1,TKDEIGES,IGESBasic,IGESBasic_HArray2OfHArray1OfReal,Ready
1328,1,TKDEIGES,IGESData,IGESData_HArray1OfIGESEntity,Ready
1329,1,TKDEIGES,IGESData,IGESData_SpecificModule,Ready
1330,1,TKDEIGES,IGESDefs,IGESDefs_HArray1OfHArray1OfTextDisplayTemplate,Ready
1331,1,TKDEIGES,IGESDefs,IGESDefs_HArray1OfTabularData,Ready
1332,1,TKDEIGES,IGESDimen,IGESDimen_HArray1OfGeneralNote,Ready
1333,1,TKDEIGES,IGESDimen,IGESDimen_HArray1OfLeaderArrow,Ready
1334,1,TKDEIGES,IGESDraw,IGESDraw_HArray1OfConnectPoint,Ready
1335,1,TKDEIGES,IGESDraw,IGESDraw_HArray1OfViewKindEntity,Ready
1336,1,TKDEIGES,IGESGeom,IGESGeom_HArray1OfBoundary,Ready
1337,1,TKDEIGES,IGESGeom,IGESGeom_HArray1OfCurveOnSurface,Ready
1338,1,TKDEIGES,IGESGeom,IGESGeom_HArray1OfTransformationMatrix,Ready
1339,1,TKDEIGES,IGESGraph,IGESGraph_HArray1OfColor,Ready
1340,1,TKDEIGES,IGESGraph,IGESGraph_HArray1OfTextDisplayTemplate,Ready
1341,1,TKDEIGES,IGESGraph,IGESGraph_HArray1OfTextFontDef,Ready
1342,1,TKDEIGES,IGESSolid,IGESSolid_HArray1OfFace,Ready
1343,1,TKDEIGES,IGESSolid,IGESSolid_HArray1OfLoop,Ready
1344,1,TKDEIGES,IGESSolid,IGESSolid_HArray1OfShell,Ready
1345,1,TKDEIGES,IGESSolid,IGESSolid_HArray1OfVertexList,Ready
1346,1,TKDEIGES,IGESToBRep,IGESToBRep_ToolContainer,Ready
1347,1,TKDEOBJ,DEOBJ,RWObj_InternalSection,Ready
1348,1,TKDEOBJ,RWObj,RWObj_Material,Ready
1349,1,TKDEOBJ,RWObj,RWObj_MtlReader,Ready
1350,1,TKDEOBJ,RWObj,RWObj_ObjWriterContext,Ready
1351,1,TKDEOBJ,RWObj,RWObj_Reader,Ready
1352,1,TKDEOBJ,RWObj,RWObj_SubMesh,Ready
1353,1,TKDEPLY,DEPLY,RWPly_InternalSection,Ready
1354,1,TKDEPLY,RWPly,RWPly_PlyWriterContext,Ready
1355,1,TKDESTEP,DESTEP,DESTEP_Parameters,Ready
1356,1,TKDESTEP,STEPConstruct,STEPConstruct_RenderingProperties,Ready
1357,1,TKDESTEP,STEPSelections,STEPSelections_HSequenceOfAssemblyLink,Ready
1358,1,TKDESTEP,StepAP203,StepAP203_HArray1OfApprovedItem,Ready
1359,1,TKDESTEP,StepAP203,StepAP203_HArray1OfCertifiedItem,Ready
1360,1,TKDESTEP,StepAP203,StepAP203_HArray1OfChangeRequestItem,Ready
1361,1,TKDESTEP,StepAP203,StepAP203_HArray1OfClassifiedItem,Ready
1362,1,TKDESTEP,StepAP203,StepAP203_HArray1OfContractedItem,Ready
1363,1,TKDESTEP,StepAP203,StepAP203_HArray1OfDateTimeItem,Ready
1364,1,TKDESTEP,StepAP203,StepAP203_HArray1OfPersonOrganizationItem,Ready
1365,1,TKDESTEP,StepAP203,StepAP203_HArray1OfSpecifiedItem,Ready
1366,1,TKDESTEP,StepAP203,StepAP203_HArray1OfStartRequestItem,Ready
1367,1,TKDESTEP,StepAP203,StepAP203_HArray1OfWorkItem,Ready
1368,1,TKDESTEP,StepAP214,StepAP214_HArray1OfApprovalItem,Ready
1369,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignDateAndPersonItem,Ready
1370,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignDateAndTimeItem,Ready
1371,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignDatedItem,Ready
1372,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignGeneralOrgItem,Ready
1373,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignGroupedItem,Ready
1374,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignPresentedItemSelect,Ready
1375,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignReferencingItem,Ready
1376,1,TKDESTEP,StepAP214,StepAP214_HArray1OfDateAndTimeItem,Ready
1377,1,TKDESTEP,StepAP214,StepAP214_HArray1OfDateItem,Ready
1378,1,TKDESTEP,StepAP214,StepAP214_HArray1OfDocumentReferenceItem,Ready
1379,1,TKDESTEP,StepAP214,StepAP214_HArray1OfExternalIdentificationItem,Ready
1380,1,TKDESTEP,StepAP214,StepAP214_HArray1OfGroupItem,Ready
1381,1,TKDESTEP,StepAP214,StepAP214_HArray1OfOrganizationItem,Ready
1382,1,TKDESTEP,StepAP214,StepAP214_HArray1OfPersonAndOrganizationItem,Ready
1383,1,TKDESTEP,StepAP214,StepAP214_HArray1OfPresentedItemSelect,Ready
1384,1,TKDESTEP,StepAP214,StepAP214_HArray1OfSecurityClassificationItem,Ready
